student_id,course_id,total_login_days,avg_session_time_min,total_study_time_min,last_login_days_ago,device_type
S701,C26,13,32,543,28,Desktop
S702,C2,91,52,3119,6,Desktop
S703,C29,16,84,641,41,Tablet
S704,C14,8,27,4218,47,Desktop
S705,C20,13,52,3209,51,Desktop
S706,C14,99,87,400,26,Desktop
S707,C2,90,73,986,39,Desktop
S708,C22,50,83,586,13,Desktop
S709,C11,63,39,1724,12,Tablet
S710,C29,73,67,3074,50,Desktop
S711,C22,84,16,3290,38,Mobile
S712,C30,4,24,5255,20,Mobile
S713,C1,77,22,200,10,Desktop
S714,C7,56,74,255,57,Tablet
S715,C15,8,66,3891,60,Desktop
S716,C25,55,82,4060,6,Desktop
S717,C28,98,58,3093,23,Mobile
S718,C29,4,17,1712,8,Desktop
S719,C5,67,83,248,40,Mobile
S720,C6,4,56,338,17,Tablet
S721,C20,17,50,3699,54,Desktop
S722,C17,63,25,1179,30,Tablet
S723,C9,29,84,5468,56,Tablet
S724,C28,49,76,690,13,Tablet
S725,C7,8,11,3736,17,Tablet
S726,C8,49,65,1145,22,Mobile
S727,C10,26,56,2731,7,Mobile
S728,C18,81,88,762,60,Mobile
S729,C8,49,28,5299,37,Mobile
S730,C20,71,85,5788,14,Mobile
S731,C12,67,34,3742,38,Tablet
S732,C25,38,68,5134,12,Tablet
S733,C25,86,79,1398,57,Tablet
S734,C8,86,69,2805,9,Mobile
S735,C23,96,25,640,56,Desktop
S736,C12,71,90,741,51,Mobile
S737,C19,40,17,3258,30,Mobile
S738,C3,14,54,5095,54,Desktop
S739,C10,25,54,3230,54,Mobile
S740,C5,47,25,5951,0,Desktop
S741,C6,13,19,5473,38,Desktop
S742,C10,56,51,3647,31,Desktop
S743,C7,76,60,2367,50,Tablet
S744,C1,48,84,3824,12,Mobile
S745,C1,76,19,999,44,Mobile
S746,C10,34,48,3352,45,Mobile
S747,C3,99,80,1221,36,Mobile
S748,C28,11,26,3539,35,Desktop
S749,C13,77,14,1200,35,Mobile
S750,C10,7,25,4709,46,Desktop
S751,C5,43,16,1483,36,Tablet
S752,C2,99,56,4191,17,Mobile
S753,C5,24,40,2642,15,Mobile
S754,C24,98,85,2117,10,Desktop
S755,C12,22,12,4691,12,Mobile
S756,C12,83,49,4399,2,Tablet
S757,C12,37,59,5346,53,Mobile
S758,C14,82,87,5042,6,Desktop
S759,C13,64,78,2923,45,Desktop
S760,C4,99,88,1281,15,Mobile
S761,C20,11,14,718,4,Tablet
S762,C12,67,59,4558,18,Mobile
S763,C6,37,82,2488,58,Mobile
S764,C13,65,48,2878,57,Tablet
S765,C9,4,60,5146,31,Tablet
S766,C12,52,64,2598,38,Mobile
S767,C1,25,88,618,52,Desktop
S768,C2,58,54,4079,8,Mobile
S769,C2,51,88,1363,1,Mobile
S770,C7,92,21,2141,19,Tablet
S771,C18,83,90,5659,42,Mobile
S772,C10,99,16,2489,51,Tablet
S773,C27,78,35,1226,49,Mobile
S774,C24,28,39,5876,37,Desktop
S775,C9,6,46,932,5,Tablet
S776,C22,35,18,323,8,Mobile
S777,C4,59,84,5722,10,Desktop
S778,C11,65,10,1042,0,Tablet
S779,C23,87,47,3322,49,Tablet
S780,C3,19,21,2614,30,Mobile
S781,C10,53,35,1864,3,Mobile
S782,C12,20,68,3073,49,Mobile
S783,C23,5,72,1349,54,Tablet
S784,C20,5,88,3796,1,Mobile
S785,C21,9,27,926,2,Tablet
S786,C10,59,90,1622,5,Mobile
S787,C7,48,58,3451,22,Tablet
S788,C4,8,65,1256,6,Mobile
S789,C27,60,54,3582,14,Mobile
S790,C8,79,76,5029,14,Tablet
S791,C3,33,63,5433,15,Mobile
S792,C28,31,28,234,7,Tablet
S793,C1,5,57,4648,54,Mobile
S794,C21,11,62,2040,45,Mobile
S795,C23,42,86,3680,34,Desktop
S796,C17,64,11,2854,29,Desktop
S797,C3,29,16,2909,15,Tablet
S798,C18,24,24,2003,18,Tablet
S799,C17,54,45,4731,8,Tablet
S800,C30,98,88,4992,39,Tablet
S801,C21,64,35,3536,1,Tablet
S802,C9,5,69,3994,6,Desktop
S803,C2,46,83,4681,31,Mobile
S804,C16,68,41,2948,29,Mobile
S805,C26,33,77,4555,48,Tablet
S806,C20,72,58,1935,35,Tablet
S807,C17,40,37,4089,9,Desktop
S808,C3,28,29,4072,15,Mobile
S809,C11,27,62,2012,12,Tablet
S810,C16,74,52,4199,11,Desktop
S811,C20,67,67,1093,43,Desktop
S812,C7,92,50,3877,31,Desktop
S813,C22,72,88,3806,29,Desktop
S814,C12,99,80,4881,46,Mobile
S815,C4,57,24,5912,22,Desktop
S816,C16,60,12,1722,58,Desktop
S817,C18,68,13,4209,7,Mobile
S818,C27,61,73,287,59,Desktop
S819,C1,16,63,4348,22,Tablet
S820,C9,64,46,333,16,Tablet
S821,C30,54,62,1849,59,Desktop
S822,C19,56,69,710,33,Desktop
S823,C29,34,40,5399,12,Desktop
S824,C1,3,69,5322,12,Tablet
S825,C19,77,60,1729,21,Mobile
S826,C7,76,79,2665,6,Desktop
S827,C23,83,61,3722,16,Tablet
S828,C4,78,35,2110,32,Mobile
S829,C3,29,72,1793,42,Tablet
S830,C4,77,34,2678,1,Mobile
S831,C21,42,61,4064,41,Mobile
S832,C16,64,34,1414,1,Mobile
S833,C15,69,58,417,40,Desktop
S834,C18,95,58,5838,54,Desktop
S835,C29,60,19,3165,13,Desktop
S836,C17,95,17,1237,43,Mobile
S837,C7,98,42,3538,55,Mobile
S838,C11,9,81,3932,8,Mobile
S839,C17,7,83,2955,59,Desktop
S840,C19,6,27,1997,60,Tablet
S841,C3,1,50,3716,24,Mobile
S842,C23,22,90,787,13,Mobile
S843,C29,45,74,274,52,Desktop
S844,C21,36,70,1464,59,Mobile
S845,C23,78,28,575,55,Mobile
S846,C22,29,81,2940,23,Desktop
S847,C29,99,66,1144,24,Mobile
S848,C12,46,62,3706,47,Mobile
S849,C19,39,29,3083,40,Mobile
S850,C1,92,69,1835,11,Mobile
S851,C16,93,33,3620,1,Desktop
S852,C20,1,76,1914,45,Desktop
S853,C5,35,17,2801,8,Tablet
S854,C22,81,90,5359,19,Desktop
S855,C9,44,10,3771,8,Tablet
S856,C14,42,28,3067,32,Tablet
S857,C17,85,28,5325,3,Tablet
S858,C12,52,58,5658,7,Mobile
S859,C17,65,88,1425,20,Desktop
S860,C26,16,82,5161,53,Tablet
S861,C6,75,62,3384,55,Mobile
S862,C12,51,29,1898,51,Tablet
S863,C23,86,30,1515,48,Mobile
S864,C26,89,79,672,50,Desktop
S865,C23,68,52,5795,57,Tablet
S866,C10,20,70,1840,19,Desktop
S867,C14,99,53,4304,20,Desktop
S868,C29,52,64,2424,24,Mobile
S869,C20,70,39,1891,7,Desktop
S870,C5,22,82,637,15,Mobile
S871,C6,12,20,1354,24,Mobile
S872,C1,91,18,3070,24,Mobile
S873,C29,47,23,3214,8,Desktop
S874,C18,96,34,5994,26,Tablet
S875,C26,53,81,5400,21,Desktop
S876,C4,97,54,919,15,Tablet
S877,C3,88,52,3522,36,Tablet
S878,C6,22,69,5808,60,Tablet
S879,C12,32,80,2452,24,Tablet
S880,C2,11,80,5223,4,Desktop
S881,C11,18,10,896,13,Tablet
S882,C1,22,65,2353,25,Mobile
S883,C28,63,84,917,15,Desktop
S884,C19,6,67,5855,7,Mobile
S885,C6,45,13,2032,47,Desktop
S886,C27,64,50,1402,32,Mobile
S887,C18,15,50,5014,52,Tablet
S888,C24,43,55,3590,26,Mobile
S889,C8,70,37,3054,0,Desktop
S890,C18,33,22,2044,1,Mobile
S891,C26,63,51,5782,49,Mobile
S892,C24,12,42,2997,35,Mobile
S893,C29,41,66,1025,44,Mobile
S894,C30,87,53,377,48,Desktop
S895,C14,12,71,2683,40,Tablet
S896,C8,66,46,5162,7,Desktop
S897,C18,83,11,2978,38,Tablet
S898,C25,1,29,4424,12,Mobile
S899,C11,17,38,5227,39,Desktop
S900,C24,49,34,3225,57,Desktop
S901,C23,65,88,2373,22,Mobile
S902,C23,44,38,1885,22,Desktop
S903,C16,49,30,279,4,Mobile
S904,C23,50,23,4042,31,Tablet
S905,C2,21,51,1010,41,Tablet
S906,C23,16,12,3264,59,Mobile
S907,C21,50,36,1764,41,Desktop
S908,C23,20,72,795,49,Tablet
S909,C23,5,38,5218,57,Mobile
S910,C29,46,22,5991,54,Tablet
S911,C26,38,76,3459,58,Mobile
S912,C3,22,77,662,24,Tablet
S913,C16,38,22,1234,48,Desktop
S914,C28,3,55,5987,43,Mobile
S915,C30,48,51,3146,48,Tablet
S916,C4,96,82,1670,35,Tablet
S917,C8,43,62,371,18,Tablet
S918,C11,77,56,486,35,Desktop
S919,C16,57,59,5775,31,Mobile
S920,C1,63,83,5662,58,Tablet
S921,C14,4,22,203,51,Mobile
S922,C3,44,34,1760,3,Mobile
S923,C20,66,57,1342,7,Mobile
S924,C29,7,81,3575,17,Tablet
S925,C10,70,21,4528,20,Mobile
S926,C30,19,62,3341,16,Desktop
S927,C19,66,26,3353,45,Desktop
S928,C8,88,60,5446,36,Mobile
S929,C23,4,73,1701,27,Mobile
S930,C27,94,62,2331,10,Mobile
S931,C11,34,37,1015,27,Desktop
S932,C15,33,16,2923,13,Tablet
S933,C11,53,50,200,20,Desktop
S934,C5,56,84,4185,23,Desktop
S935,C24,86,21,286,35,Tablet
S936,C24,34,34,2360,23,Desktop
S937,C28,33,68,4485,41,Tablet
S938,C11,52,52,5699,6,Mobile
S939,C16,58,80,671,55,Tablet
S940,C16,2,44,2251,34,Desktop
S941,C15,70,87,4301,54,Desktop
S942,C8,59,10,473,27,Desktop
S943,C6,26,85,5734,45,Tablet
S944,C11,53,37,5661,15,Desktop
S945,C19,6,56,485,35,Desktop
S946,C26,52,43,2759,9,Desktop
S947,C20,100,27,3673,27,Tablet
S948,C4,6,90,4544,32,Mobile
S949,C14,96,52,5776,32,Mobile
S950,C19,49,23,2653,26,Mobile
S951,C2,71,35,5443,55,Tablet
S952,C22,31,79,2963,50,Desktop
S953,C15,16,65,4499,15,Mobile
S954,C27,48,48,1367,24,Mobile
S955,C19,92,59,5364,13,Tablet
S956,C18,15,32,3330,20,Mobile
S957,C3,37,54,3507,56,Mobile
S958,C14,24,33,3056,28,Desktop
S959,C24,78,77,2852,22,Desktop
S960,C21,2,67,3460,5,Desktop
S961,C5,76,46,3390,52,Mobile
S962,C10,6,15,1016,43,Desktop
S963,C21,33,57,839,47,Mobile
S964,C5,75,17,1714,47,Tablet
S965,C13,5,88,1891,9,Mobile
S966,C25,97,60,4977,21,Desktop
S967,C18,7,78,1543,34,Desktop
S968,C12,86,66,850,34,Tablet
S969,C16,15,83,5475,57,Mobile
S970,C15,31,67,1776,56,Mobile
S971,C29,64,43,2680,38,Desktop
S972,C21,9,59,1269,13,Desktop
S973,C21,31,70,5778,53,Mobile
S974,C3,100,58,2821,19,Tablet
S975,C3,43,12,853,46,Mobile
S976,C23,88,40,4471,30,Tablet
S977,C20,58,16,1834,6,Mobile
S978,C15,48,22,799,17,Tablet
S979,C15,57,32,2547,1,Mobile
S980,C7,15,53,4914,16,Tablet
S981,C29,28,81,2919,0,Mobile
S982,C6,13,61,595,18,Tablet
S983,C12,95,85,1740,10,Desktop
S984,C23,1,64,2484,8,Mobile
S985,C1,38,19,2974,58,Mobile
S986,C7,89,14,1190,42,Tablet
S987,C8,71,42,5468,18,Desktop
S988,C10,40,71,2549,33,Mobile
S989,C27,19,65,2012,42,Desktop
S990,C1,23,41,435,11,Desktop
S991,C28,56,23,3408,39,Mobile
S992,C20,87,45,1005,35,Tablet
S993,C25,39,69,3736,26,Mobile
S994,C22,84,63,4858,2,Tablet
S995,C8,31,19,3530,34,Desktop
S996,C7,89,40,2703,58,Desktop
S997,C25,49,76,5578,31,Desktop
S998,C10,82,52,226,49,Mobile
S999,C15,61,80,1755,35,Mobile
S1000,C9,50,80,1823,23,Desktop
S1001,C3,27,39,1639,3,Desktop
S1002,C28,39,59,5604,26,Tablet
S1003,C21,74,27,1397,56,Mobile
S1004,C11,85,71,1160,2,Desktop
S1005,C25,15,21,4658,48,Tablet
S1006,C9,76,36,4240,14,Mobile
S1007,C21,4,43,5850,59,Desktop
S1008,C21,100,76,5881,20,Mobile
S1009,C27,66,13,935,23,Mobile
S1010,C22,99,23,1697,58,Mobile
S1011,C20,7,82,3558,2,Mobile
S1012,C8,36,51,4761,57,Desktop
S1013,C12,54,21,793,37,Desktop
S1014,C15,73,21,4469,42,Mobile
S1015,C13,53,26,2911,36,Mobile
S1016,C19,67,16,240,60,Tablet
S1017,C28,44,13,3873,6,Mobile
S1018,C11,52,56,5028,4,Desktop
S1019,C17,41,80,2549,48,Desktop
S1020,C10,38,51,3225,35,Tablet
S1021,C13,2,52,1371,33,Tablet
S1022,C5,2,21,2732,24,Tablet
S1023,C23,55,54,564,21,Tablet
S1024,C30,39,19,4481,55,Tablet
S1025,C16,78,15,4122,37,Mobile
S1026,C4,73,56,700,28,Tablet
S1027,C26,60,36,5827,28,Mobile
S1028,C2,26,64,4150,23,Mobile
S1029,C20,3,85,5913,18,Tablet
S1030,C1,78,88,3665,55,Mobile
S1031,C3,26,36,4803,4,Desktop
S1032,C6,11,78,4079,53,Tablet
S1033,C25,46,77,5136,32,Tablet
S1034,C7,77,40,2930,10,Tablet
S1035,C4,18,65,5605,15,Tablet
S1036,C23,31,14,5835,42,Tablet
S1037,C27,84,19,3462,16,Desktop
S1038,C10,77,57,1621,24,Tablet
S1039,C18,38,65,3485,60,Desktop
S1040,C26,21,41,2933,21,Tablet
S1041,C13,99,15,5250,0,Mobile
S1042,C2,28,20,2402,34,Mobile
S1043,C1,43,32,5963,22,Tablet
S1044,C28,62,27,2239,40,Desktop
S1045,C10,25,50,1309,51,Desktop
S1046,C17,8,73,3602,6,Tablet
S1047,C24,36,54,4011,35,Desktop
S1048,C19,20,27,1386,22,Desktop
S1049,C18,6,34,577,8,Tablet
S1050,C24,70,74,345,32,Desktop
S1051,C30,20,29,1360,39,Desktop
S1052,C5,31,55,339,14,Tablet
S1053,C18,13,35,4840,2,Tablet
S1054,C13,51,48,937,42,Desktop
S1055,C18,69,37,3516,35,Mobile
S1056,C5,52,42,5882,16,Mobile
S1057,C27,15,56,5435,59,Mobile
S1058,C21,59,64,3699,37,Tablet
S1059,C5,31,27,3545,8,Tablet
S1060,C21,49,75,4781,9,Tablet
S1061,C22,82,10,4733,51,Mobile
S1062,C5,29,28,4126,7,Tablet
S1063,C22,50,51,3851,45,Mobile
S1064,C15,96,66,468,29,Desktop
S1065,C23,62,33,2669,42,Mobile
S1066,C28,51,81,5669,41,Mobile
S1067,C30,97,60,3305,23,Desktop
S1068,C30,65,90,4842,48,Desktop
S1069,C18,99,70,1809,49,Mobile
S1070,C15,74,30,752,16,Mobile
S1071,C26,24,59,3574,51,Tablet
S1072,C17,2,67,3439,11,Desktop
S1073,C15,26,29,5245,48,Desktop
S1074,C1,40,55,5533,15,Desktop
S1075,C30,26,88,5297,44,Tablet
S1076,C12,3,24,1004,47,Desktop
S1077,C20,98,49,4754,49,Tablet
S1078,C20,91,80,4159,42,Tablet
S1079,C26,87,42,1843,5,Tablet
S1080,C12,50,20,5532,14,Desktop
S1081,C29,82,58,3559,39,Tablet
S1082,C5,31,36,1530,26,Tablet
S1083,C26,68,10,2536,42,Desktop
S1084,C13,70,11,2209,41,Mobile
S1085,C26,11,36,5886,34,Mobile
S1086,C20,58,58,895,30,Mobile
S1087,C6,1,80,2982,49,Mobile
S1088,C20,84,35,3333,51,Mobile
S1089,C13,24,58,1625,14,Desktop
S1090,C12,38,63,3560,58,Mobile
S1091,C20,48,64,4568,59,Tablet
S1092,C30,100,54,5175,10,Desktop
S1093,C16,36,12,730,25,Mobile
S1094,C20,55,64,2634,0,Desktop
S1095,C8,76,47,3559,53,Tablet
S1096,C2,44,28,2673,33,Mobile
S1097,C24,34,39,3980,5,Mobile
S1098,C19,12,33,4219,27,Desktop
S1099,C21,54,36,3929,22,Desktop
S1100,C10,29,71,5699,37,Tablet
S1101,C8,6,76,1310,59,Desktop
S1102,C17,51,26,1355,29,Desktop
S1103,C14,1,45,3140,25,Tablet
S1104,C7,73,73,3890,11,Desktop
S1105,C29,44,40,1290,49,Desktop
S1106,C15,2,34,1892,58,Mobile
S1107,C11,70,71,2601,32,Mobile
S1108,C13,57,65,2012,60,Tablet
S1109,C12,50,78,4873,60,Mobile
S1110,C3,57,28,2954,48,Tablet
S1111,C16,22,41,670,8,Tablet
S1112,C30,83,33,4920,34,Tablet
S1113,C16,33,51,2598,17,Desktop
S1114,C7,17,30,4343,22,Tablet
S1115,C24,85,14,971,23,Mobile
S1116,C9,84,17,2762,34,Tablet
S1117,C23,55,84,3822,11,Tablet
S1118,C24,29,47,2716,25,Tablet
S1119,C2,69,70,5621,13,Desktop
S1120,C3,44,47,5130,47,Tablet
S1121,C16,40,54,4555,27,Desktop
S1122,C20,88,31,3061,30,Desktop
S1123,C7,20,31,3412,5,Mobile
S1124,C3,22,60,4311,33,Mobile
S1125,C23,73,87,1784,47,Desktop
S1126,C11,67,17,232,40,Tablet
S1127,C17,46,51,4396,60,Mobile
S1128,C6,41,42,2151,54,Desktop
S1129,C28,70,19,5402,16,Desktop
S1130,C9,13,56,1606,22,Mobile
S1131,C27,41,59,1627,21,Desktop
S1132,C8,73,35,4912,53,Tablet
S1133,C13,94,16,4931,28,Tablet
S1134,C12,20,59,1577,32,Tablet
S1135,C12,68,21,4233,19,Tablet
S1136,C1,43,25,203,56,Tablet
S1137,C8,30,23,5299,12,Mobile
S1138,C6,6,63,1185,25,Mobile
S1139,C18,80,72,4267,4,Mobile
S1140,C2,61,54,1339,29,Desktop
S1141,C20,78,38,1186,6,Mobile
S1142,C11,58,35,3860,0,Mobile
S1143,C2,5,83,4916,42,Tablet
S1144,C2,22,57,3716,54,Mobile
S1145,C19,35,38,271,59,Desktop
S1146,C24,74,49,3712,1,Desktop
S1147,C9,92,83,1574,23,Desktop
S1148,C7,25,67,5364,19,Mobile
S1149,C17,72,59,3332,56,Tablet
S1150,C21,55,12,1398,4,Tablet
S1151,C5,66,33,2045,12,Mobile
S1152,C17,83,78,2992,24,Tablet
S1153,C23,10,68,5393,25,Tablet
S1154,C17,9,90,1982,7,Desktop
S1155,C23,45,50,2065,53,Mobile
S1156,C16,32,21,2352,19,Mobile
S1157,C7,7,89,5920,21,Mobile
S1158,C4,24,53,3468,10,Mobile
S1159,C13,56,57,4099,12,Desktop
S1160,C26,91,82,5071,29,Desktop
S1161,C26,28,86,693,8,Tablet
S1162,C5,40,52,2373,59,Mobile
S1163,C28,82,19,3606,48,Desktop
S1164,C5,41,12,1646,25,Mobile
S1165,C5,94,38,405,28,Desktop
S1166,C1,11,12,1085,28,Tablet
S1167,C16,98,77,5636,34,Tablet
S1168,C11,99,56,1973,55,Desktop
S1169,C11,49,24,2958,17,Tablet
S1170,C9,89,78,3938,40,Mobile
S1171,C17,51,55,2423,11,Mobile
S1172,C23,33,28,4448,7,Mobile
S1173,C15,29,17,5989,35,Mobile
S1174,C14,51,23,4678,19,Tablet
S1175,C9,59,58,213,4,Desktop
S1176,C18,6,19,253,4,Tablet
S1177,C9,41,23,4802,57,Tablet
S1178,C10,18,60,4735,46,Desktop
S1179,C23,20,87,2540,11,Desktop
S1180,C19,99,54,4490,27,Tablet
S1181,C3,58,67,3220,41,Desktop
S1182,C22,13,52,2199,48,Mobile
S1183,C15,29,72,1572,43,Mobile
S1184,C29,63,62,2703,36,Mobile
S1185,C15,30,45,213,52,Mobile
S1186,C13,23,84,2878,6,Tablet
S1187,C16,55,87,5831,43,Mobile
S1188,C27,94,53,4459,14,Mobile
S1189,C24,99,32,3198,54,Desktop
S1190,C25,4,86,4787,52,Tablet
S1191,C1,32,33,2959,53,Desktop
S1192,C7,18,49,5694,23,Desktop
S1193,C5,50,16,1477,8,Tablet
S1194,C28,94,17,1743,16,Mobile
S1195,C8,56,36,4006,48,Tablet
S1196,C29,19,69,1102,25,Desktop
S1197,C12,83,40,4883,59,Desktop
S1198,C13,16,46,4052,3,Tablet
S1199,C8,29,29,4850,29,Desktop
S1200,C29,59,15,318,25,Desktop
S1201,C1,48,15,1397,9,Tablet
S1202,C19,70,83,5979,43,Tablet
S1203,C11,95,44,4899,3,Tablet
S1204,C20,95,48,3862,17,Tablet
S1205,C20,74,87,3139,35,Tablet
S1206,C21,72,19,821,49,Mobile
S1207,C15,43,46,4227,25,Tablet
S1208,C28,47,64,574,58,Mobile
S1209,C9,63,60,2750,50,Desktop
S1210,C10,96,12,2128,23,Desktop
S1211,C1,83,83,2588,57,Desktop
S1212,C5,58,68,3530,36,Mobile
S1213,C7,82,13,5193,12,Tablet
S1214,C3,70,61,2112,53,Desktop
S1215,C10,99,24,2300,24,Desktop
S1216,C23,76,84,2632,15,Tablet
S1217,C3,75,60,3947,50,Tablet
S1218,C18,73,79,2263,30,Tablet
S1219,C2,71,76,2361,16,Desktop
S1220,C19,21,65,4442,24,Desktop
S1221,C27,32,50,5020,60,Desktop
S1222,C7,27,19,2572,17,Desktop
S1223,C13,22,38,2727,8,Tablet
S1224,C9,55,54,870,6,Mobile
S1225,C11,7,84,3650,44,Tablet
S1226,C29,5,71,2633,54,Desktop
S1227,C8,24,83,3359,57,Tablet
S1228,C1,43,39,4665,60,Tablet
S1229,C2,26,86,3780,48,Mobile
S1230,C15,21,71,5698,6,Desktop
S1231,C9,12,12,316,57,Mobile
S1232,C29,62,35,4126,6,Desktop
S1233,C13,66,21,5515,31,Desktop
S1234,C3,33,71,1592,50,Desktop
S1235,C25,10,77,2952,7,Mobile
S1236,C3,51,77,3401,11,Tablet
S1237,C16,6,48,3362,7,Desktop
S1238,C30,12,84,5484,37,Mobile
S1239,C9,9,34,1634,25,Mobile
S1240,C5,15,53,226,52,Mobile
S1241,C9,25,43,1261,44,Mobile
S1242,C2,57,66,2677,11,Tablet
S1243,C22,81,72,732,58,Mobile
S1244,C13,41,15,3817,50,Tablet
S1245,C17,99,55,4520,54,Desktop
S1246,C30,71,71,2256,33,Mobile
S1247,C30,7,52,4997,48,Tablet
S1248,C21,47,17,1850,29,Mobile
S1249,C8,58,38,464,53,Mobile
S1250,C27,1,19,3541,20,Tablet
S1251,C3,38,20,1065,50,Desktop
S1252,C5,18,77,2451,36,Mobile
S1253,C14,20,15,4982,36,Mobile
S1254,C10,66,65,2914,54,Mobile
S1255,C30,2,75,759,16,Tablet
S1256,C25,73,63,1294,22,Desktop
S1257,C25,37,50,4009,30,Tablet
S1258,C16,93,33,4809,46,Desktop
S1259,C22,9,54,4171,0,Desktop
S1260,C18,35,65,2813,13,Mobile
S1261,C20,80,27,4839,0,Tablet
S1262,C4,75,71,2476,58,Mobile
S1263,C22,81,32,841,16,Desktop
S1264,C22,4,11,2595,17,Tablet
S1265,C14,42,68,1281,0,Mobile
S1266,C16,92,56,4734,6,Tablet
S1267,C9,29,61,870,3,Mobile
S1268,C22,2,22,1528,7,Desktop
S1269,C1,33,33,2770,29,Tablet
S1270,C9,17,59,1132,25,Tablet
S1271,C29,85,48,1929,45,Desktop
S1272,C14,14,54,3631,3,Desktop
S1273,C17,22,19,3278,55,Desktop
S1274,C25,74,63,4548,48,Tablet
S1275,C3,99,13,1559,38,Desktop
S1276,C20,21,81,227,36,Tablet
S1277,C13,59,54,2010,14,Desktop
S1278,C13,47,47,3513,40,Mobile
S1279,C22,99,73,522,42,Desktop
S1280,C13,96,11,1320,26,Tablet
S1281,C1,42,49,3571,29,Tablet
S1282,C22,26,44,1071,52,Tablet
S1283,C7,47,47,4655,17,Desktop
S1284,C30,80,40,1757,46,Desktop
S1285,C12,25,73,2916,26,Mobile
S1286,C13,18,25,5834,42,Desktop
S1287,C23,65,47,4671,30,Mobile
S1288,C29,86,71,4861,10,Desktop
S1289,C7,59,32,3817,7,Tablet
S1290,C30,78,61,2713,31,Tablet
S1291,C21,86,33,4250,39,Mobile
S1292,C22,69,85,756,26,Tablet
S1293,C23,54,11,3749,43,Tablet
S1294,C13,84,54,1920,6,Tablet
S1295,C8,3,17,522,57,Mobile
S1296,C22,63,38,3734,7,Tablet
S1297,C20,30,90,2113,26,Desktop
S1298,C6,24,59,3879,14,Desktop
S1299,C19,66,57,2602,38,Desktop
S1300,C20,52,49,645,45,Desktop
S1301,C4,65,18,3961,34,Tablet
S1302,C27,41,30,4183,18,Desktop
S1303,C20,38,16,3141,37,Mobile
S1304,C21,52,81,2841,19,Desktop
S1305,C17,90,28,5006,18,Mobile
S1306,C29,19,48,3284,42,Tablet
S1307,C19,97,36,5171,43,Mobile
S1308,C12,69,40,5424,55,Tablet
S1309,C24,36,19,3982,42,Mobile
S1310,C16,76,49,3125,12,Mobile
S1311,C20,37,38,4796,48,Mobile
S1312,C14,86,44,4246,49,Desktop
S1313,C6,4,29,1103,19,Mobile
S1314,C6,32,11,5446,25,Tablet
S1315,C22,28,24,2570,41,Mobile
S1316,C3,71,85,1952,31,Desktop
S1317,C1,69,68,3700,16,Desktop
S1318,C22,19,41,3614,45,Desktop
S1319,C16,31,67,1053,8,Mobile
S1320,C12,49,67,4943,50,Tablet
S1321,C8,58,71,4405,48,Mobile
S1322,C5,88,69,4496,20,Mobile
S1323,C17,86,28,3790,58,Desktop
S1324,C18,57,87,3431,15,Tablet
S1325,C28,29,16,3343,20,Desktop
S1326,C12,8,15,3910,9,Desktop
S1327,C7,31,53,2183,5,Desktop
S1328,C15,2,87,4381,15,Tablet
S1329,C9,21,16,3316,26,Desktop
S1330,C9,40,20,2882,8,Desktop
S1331,C26,91,17,2854,44,Tablet
S1332,C10,42,11,3473,42,Mobile
S1333,C16,15,77,996,10,Desktop
S1334,C11,75,71,2486,60,Desktop
S1335,C24,85,50,4225,8,Tablet
S1336,C30,82,28,1867,30,Mobile
S1337,C29,71,64,5744,27,Desktop
S1338,C6,43,23,2493,22,Desktop
S1339,C7,23,81,4709,13,Mobile
S1340,C18,13,58,323,6,Mobile
S1341,C10,79,51,4799,34,Desktop
S1342,C1,77,10,1933,18,Mobile
S1343,C3,28,21,1995,15,Tablet
S1344,C8,90,49,1433,0,Tablet
S1345,C25,24,85,4847,50,Desktop
S1346,C22,47,53,4029,29,Mobile
S1347,C18,66,66,4638,49,Tablet
S1348,C13,39,36,2511,19,Desktop
S1349,C22,34,48,4425,52,Tablet
S1350,C12,14,50,3884,21,Tablet
S1351,C7,73,32,3129,13,Desktop
S1352,C3,42,70,1479,31,Tablet
S1353,C3,1,69,3176,4,Desktop
S1354,C4,78,60,4776,27,Mobile
S1355,C29,42,11,4160,38,Mobile
S1356,C15,8,86,3422,4,Mobile
S1357,C18,48,72,4503,57,Desktop
S1358,C18,33,70,5775,58,Desktop
S1359,C11,92,16,5644,46,Tablet
S1360,C26,13,75,4826,10,Desktop
S1361,C8,31,86,4751,13,Tablet
S1362,C12,25,64,1163,39,Desktop
S1363,C15,93,29,5372,54,Tablet
S1364,C18,44,34,2589,11,Mobile
S1365,C30,10,50,3071,42,Desktop
S1366,C15,39,71,3297,27,Mobile
S1367,C15,38,33,2012,31,Mobile
S1368,C10,49,89,2358,1,Desktop
S1369,C20,50,52,2188,46,Mobile
S1370,C5,4,29,1330,56,Mobile
S1371,C14,68,50,5499,17,Tablet
S1372,C1,70,86,5976,17,Mobile
S1373,C24,8,37,5743,9,Tablet
S1374,C9,27,34,2311,53,Mobile
S1375,C26,18,79,2164,43,Desktop
S1376,C24,19,50,3041,46,Mobile
S1377,C20,11,55,3258,32,Mobile
S1378,C5,87,62,934,15,Tablet
S1379,C1,36,81,5429,50,Desktop
S1380,C25,53,90,1715,6,Desktop
S1381,C5,49,54,2938,40,Tablet
S1382,C6,19,52,5247,3,Tablet
S1383,C7,71,27,5190,35,Desktop
