student_id,videos_watched,quizzes_attempted,assignments_submitted,forum_posts,progress_percent,notes_downloaded
S928,49,38,4,0,35,5
S929,126,20,11,17,26,9
S930,140,3,14,5,69,17
S931,129,27,10,11,61,20
S932,109,29,10,13,0,14
S933,23,19,4,2,21,18
S934,39,27,5,19,75,14
S935,112,11,15,9,43,19
S936,70,30,8,24,100,19
S937,73,9,8,10,1,10
S938,112,21,3,0,74,4
S939,82,12,12,5,11,12
S940,149,4,2,19,71,16
S941,79,15,14,7,28,3
S942,58,8,11,13,27,15
S943,124,19,10,13,21,12
S944,22,0,4,23,67,1
S945,109,19,6,23,0,1
S946,42,22,6,5,57,11
S947,12,5,6,12,52,12
S948,68,14,10,2,30,19
S949,40,35,1,6,27,3
S950,65,10,0,22,57,13
S951,6,6,12,12,38,7
S952,77,39,6,19,18,4
S953,129,22,7,3,50,9
S954,137,18,1,17,67,19
S955,13,4,4,5,49,8
S956,139,26,14,16,59,18
S957,101,31,13,0,22,8
S958,74,22,6,9,79,11
S959,36,0,15,10,21,18
S960,79,27,11,0,40,13
S961,28,25,13,3,4,17
S962,74,17,13,3,43,10
S963,95,16,7,3,100,7
S964,4,36,5,17,58,17
S965,77,2,10,21,21,3
S966,139,21,9,6,31,2
S967,122,14,1,5,75,0
S968,76,29,10,9,2,16
S969,39,17,15,17,39,15
S970,28,29,0,0,6,12
S971,42,18,11,8,45,7
S972,49,16,9,10,96,12
S973,100,37,4,3,62,13
S974,63,35,6,22,95,6
S975,120,13,5,24,4,1
S976,64,13,11,7,70,13
S977,105,30,13,7,61,2
S978,136,38,11,15,12,14
S979,62,39,14,0,70,0
S980,0,11,9,7,11,3
S981,146,36,9,19,48,15
S982,96,2,14,15,55,7
S983,4,34,1,12,39,2
S984,136,39,8,22,31,3
S985,82,8,11,10,27,10
S986,126,26,13,10,11,1
S987,146,8,2,15,0,2
S988,21,23,6,13,38,20
S989,59,32,13,1,65,11
S990,58,7,5,25,47,8
S991,85,8,9,9,2,13
S992,112,19,1,3,84,16
S993,4,4,14,3,21,15
S994,136,8,4,23,81,0
S995,50,1,12,20,99,4
S996,48,22,3,25,25,3
S997,145,13,11,23,51,5
S998,54,35,5,10,93,15
S999,101,30,14,20,71,17
S1000,1,12,3,15,68,11
S1001,118,17,14,6,62,17
S1002,96,21,12,3,47,9
S1003,75,33,2,1,2,13
S1004,37,1,2,7,9,12
S1005,97,29,7,13,78,4
S1006,142,39,8,12,59,18
S1007,85,7,5,15,21,8
S1008,74,21,1,8,70,5
S1009,110,39,14,7,32,2
S1010,125,36,14,22,49,12
S1011,88,1,2,10,43,1
S1012,18,17,11,22,42,5
S1013,59,19,5,0,48,19
S1014,138,16,9,1,5,1
S1015,76,14,11,10,25,12
S1016,68,24,0,20,39,9
S1017,117,22,2,10,26,20
S1018,95,30,12,4,48,5
S1019,63,11,11,15,20,13
S1020,128,3,2,6,79,14
S1021,142,19,1,15,77,3
S1022,76,35,13,16,21,10
S1023,128,11,6,11,67,9
S1024,15,12,5,0,3,17
S1025,100,15,11,5,26,11
S1026,74,23,11,14,92,11
S1027,126,10,14,13,64,18
S1028,93,25,10,10,53,20
S1029,45,8,4,20,58,6
S1030,62,6,8,11,5,12
S1031,144,24,15,17,68,17
S1032,124,37,12,20,51,15
S1033,83,34,14,12,78,15
S1034,147,20,6,17,78,9
S1035,146,12,13,18,72,16
S1036,145,27,5,17,86,9
S1037,141,3,14,3,97,4
S1038,76,16,8,0,12,6
S1039,86,3,9,6,68,1
S1040,150,11,0,18,38,11
S1041,89,17,6,10,3,1
S1042,23,8,14,11,95,16
S1043,2,36,8,4,95,19
S1044,126,32,3,10,86,10
S1045,101,9,8,12,34,7
S1046,17,38,10,8,36,16
S1047,72,14,8,19,90,3
S1048,25,27,11,17,27,12
S1049,118,20,6,23,88,4
S1050,48,27,6,23,68,10
S1051,11,20,10,0,11,2
S1052,96,4,1,11,83,1
S1053,141,17,2,22,6,7
S1054,97,25,6,7,44,11
S1055,60,36,13,4,3,20
S1056,87,23,11,13,20,2
S1057,92,3,9,21,28,7
S1058,83,16,3,24,53,14
S1059,33,13,3,21,35,5
S1060,93,18,2,8,82,19
S1061,146,28,2,12,58,4
S1062,91,24,11,9,37,3
S1063,102,0,6,6,10,12
S1064,60,39,15,23,34,1
S1065,127,1,3,12,18,7
S1066,74,12,6,19,84,14
S1067,7,39,7,4,81,6
S1068,89,36,7,5,54,0
S1069,132,10,6,16,49,3
S1070,28,39,10,12,74,6
S1071,124,20,11,0,81,5
S1072,139,21,2,10,10,11
S1073,96,36,5,10,1,11
S1074,101,40,9,14,25,15
S1075,79,28,2,13,90,1
S1076,2,23,14,13,44,9
S1077,82,15,12,23,24,0
S1078,26,0,13,4,29,20
S1079,29,28,1,6,44,12
S1080,138,17,2,9,54,14
S1081,77,14,4,6,67,18
S1082,89,5,7,16,10,19
S1083,38,22,10,10,53,5
S1084,56,17,8,24,17,16
S1085,50,2,3,14,42,9
S1086,91,12,12,16,9,9
S1087,67,14,9,1,33,16
S1088,145,3,15,15,2,12
S1089,4,36,1,5,41,11
S1090,136,27,1,0,0,4
S1091,88,20,4,16,12,7
S1092,49,9,2,18,29,17
S1093,116,11,5,25,63,20
S1094,92,11,7,8,35,0
S1095,106,3,6,23,17,17
S1096,31,24,1,20,10,7
S1097,38,24,2,9,87,1
S1098,145,28,1,1,88,13
S1099,133,15,9,22,33,9
S1100,129,10,1,17,92,12
S1101,128,27,11,18,95,6
S1102,118,15,15,2,67,8
S1103,34,37,7,10,88,9
S1104,7,6,10,25,20,7
S1105,149,2,14,17,17,1
S1106,88,8,7,25,52,0
S1107,116,14,0,18,32,3
S1108,91,8,6,19,99,1
S1109,38,26,5,15,13,3
S1110,111,29,0,11,98,15
S1111,98,27,7,23,32,8
S1112,14,9,0,20,24,8
S1113,9,6,9,17,47,6
S1114,6,29,13,7,63,10
S1115,120,24,5,7,55,12
S1116,23,35,2,12,54,9
S1117,54,22,5,23,99,12
S1118,12,12,5,1,14,13
S1119,59,21,7,22,65,9
S1120,150,28,15,3,17,7
S1121,7,8,11,14,62,18
S1122,46,13,14,23,15,13
S1123,109,30,0,24,1,16
S1124,67,7,12,16,81,7
S1125,48,8,15,4,42,17
S1126,82,15,7,9,65,9
S1127,76,9,1,14,98,19
S1128,103,39,8,9,99,12
S1129,121,6,7,4,61,11
S1130,127,24,12,17,50,4
S1131,116,33,7,10,93,7
S1132,108,34,7,9,44,20
S1133,115,29,2,22,12,14
S1134,33,6,3,23,64,10
S1135,27,4,15,14,75,19
S1136,54,3,8,0,33,19
S1137,28,21,4,14,68,7
S1138,71,34,3,6,10,12
S1139,40,40,3,22,69,17
S1140,76,12,1,13,16,18
S1141,52,15,5,19,67,6
S1142,89,14,14,3,5,14
S1143,89,19,8,20,16,13
S1144,63,2,10,24,49,2
S1145,145,23,5,3,18,12
S1146,131,35,14,2,7,12
S1147,129,17,3,12,53,19
S1148,140,40,8,25,55,10
S1149,130,16,1,7,65,5
S1150,140,0,2,19,64,14
S1151,98,15,7,11,49,20
S1152,38,28,7,15,8,19
S1153,146,16,0,21,14,4
S1154,116,30,6,21,16,2
S1155,66,26,7,18,2,17
S1156,95,25,12,7,45,7
S1157,23,26,2,12,0,5
S1158,91,39,1,18,73,5
S1159,13,30,12,1,4,6
S1160,103,23,13,16,5,6
S1161,21,11,6,7,13,10
S1162,36,20,2,13,53,5
S1163,33,23,12,24,49,10
S1164,91,36,4,11,32,17
S1165,32,12,4,20,14,6
S1166,64,0,14,7,16,13
S1167,109,14,14,0,55,8
S1168,13,1,14,25,90,6
S1169,5,34,9,2,73,17
S1170,144,34,3,10,29,17
S1171,78,16,3,14,52,12
S1172,54,21,15,16,58,13
S1173,22,26,13,9,43,13
S1174,72,14,10,11,67,13
S1175,14,7,7,0,14,20
S1176,76,3,11,25,4,3
S1177,90,12,4,11,25,16
S1178,117,2,15,6,97,3
S1179,62,29,5,20,26,16
S1180,81,8,10,3,61,6
S1181,35,35,4,12,68,17
S1182,115,24,9,10,39,2
S1183,56,18,6,0,77,18
S1184,84,20,8,4,42,5
S1185,44,35,1,2,73,14
S1186,47,0,15,21,56,10
S1187,56,33,10,4,20,2
S1188,23,37,11,25,69,10
S1189,105,20,14,11,85,20
S1190,42,32,2,20,42,15
S1191,138,13,3,2,65,1
S1192,135,31,9,23,6,6
S1193,1,34,12,12,3,13
S1194,5,3,7,18,50,1
S1195,144,1,4,11,10,10
S1196,66,25,1,21,96,4
S1197,93,34,11,2,32,4
S1198,13,7,15,11,77,7
S1199,36,29,4,14,70,13
S1200,146,23,10,3,69,3
S1201,88,22,2,8,74,1
S1202,143,39,15,2,5,18
S1203,116,28,9,22,20,2
S1204,47,21,0,1,90,9
S1205,112,33,15,20,70,2
S1206,39,9,0,4,67,13
S1207,128,17,0,12,58,11
S1208,58,2,12,10,16,9
S1209,107,7,12,4,51,20
S1210,123,34,15,25,99,15
S1211,27,35,0,20,69,9
S1212,48,11,10,11,83,12
S1213,11,7,7,7,96,19
S1214,56,18,15,25,97,0
S1215,64,32,9,8,99,12
S1216,104,38,3,10,43,0
S1217,143,10,6,11,63,3
S1218,4,3,15,14,96,4
S1219,113,19,5,16,23,6
S1220,126,14,14,18,3,9
S1221,126,31,15,13,48,9
S1222,117,4,3,19,54,13
S1223,47,21,15,5,5,7
S1224,149,36,2,1,22,14
S1225,64,19,9,20,73,17
S1226,13,16,11,9,19,12
S1227,3,40,7,5,76,5
S1228,126,27,12,3,70,17
S1229,132,30,8,20,49,5
S1230,47,1,14,25,47,2
S1231,62,9,10,13,40,13
S1232,48,32,10,18,18,12
S1233,117,39,5,2,12,14
S1234,150,17,14,4,47,3
S1235,133,20,15,18,56,20
S1236,140,20,3,16,34,0
S1237,15,21,6,18,86,17
S1238,12,24,6,12,92,19
S1239,24,9,4,1,76,1
S1240,23,4,13,5,41,15
S1241,62,26,9,9,64,8
S1242,83,0,9,16,31,17
S1243,23,3,4,0,15,16
S1244,141,2,12,16,53,11
S1245,83,5,4,9,24,20
S1246,81,2,6,15,62,10
S1247,58,1,2,19,55,15
S1248,86,9,11,9,68,1
S1249,30,3,6,0,86,18
S1250,55,28,1,20,90,8
S1251,115,1,1,3,2,7
S1252,120,17,0,20,77,10
S1253,134,24,6,14,87,2
S1254,93,1,10,22,67,1
S1255,29,1,9,0,34,18
S1256,144,4,0,18,45,8
S1257,82,16,5,11,44,13
S1258,25,22,2,9,3,11
S1259,63,32,7,2,50,4
S1260,45,25,12,14,99,7
S1261,15,31,4,2,26,6
S1262,36,4,0,11,20,15
S1263,42,38,14,13,23,0
S1264,24,38,15,1,26,0
S1265,125,13,10,6,3,6
S1266,141,36,3,14,32,13
S1267,115,31,5,8,66,15
S1268,15,26,4,19,16,9
S1269,59,20,15,20,4,14
S1270,128,20,11,14,83,0
S1271,138,17,8,14,7,2
S1272,1,29,3,22,4,20
S1273,139,35,2,8,60,15
S1274,66,27,1,9,96,0
S1275,30,34,1,11,0,20
S1276,137,18,1,17,57,9
S1277,54,21,12,16,21,12
S1278,62,22,3,13,81,17
S1279,102,14,9,7,49,20
S1280,102,38,13,18,62,14
S1281,93,13,14,18,33,13
S1282,115,37,5,25,53,11
S1283,55,8,11,8,36,11
S1284,77,18,5,20,55,19
S1285,134,5,4,0,65,2
S1286,94,33,5,23,52,6
S1287,96,18,10,2,23,18
S1288,87,38,1,14,41,4
S1289,39,21,5,0,84,8
S1290,5,10,7,23,35,17
S1291,79,28,7,11,75,10
S1292,120,29,9,23,40,10
S1293,71,13,8,20,61,3
S1294,82,11,9,0,61,4
S1295,78,35,5,19,98,8
S1296,14,20,10,7,99,7
S1297,69,20,6,5,1,7
S1298,70,12,7,18,75,16
S1299,107,32,2,18,14,17
S1300,118,0,13,21,71,13
S1301,12,2,10,1,96,4
S1302,73,31,1,8,91,13
S1303,64,14,14,6,18,6
S1304,20,35,3,14,22,16
S1305,19,40,8,20,81,17
S1306,111,7,12,22,56,6
S1307,33,2,3,19,58,17
S1308,60,24,11,4,99,16
S1309,15,32,1,18,88,1
S1310,17,26,3,5,0,14
S1311,52,26,12,13,8,1
S1312,120,0,10,21,10,6
S1313,4,2,7,5,22,12
S1314,26,18,0,3,4,9
S1315,80,31,4,20,90,7
S1316,25,37,1,23,43,0
S1317,22,15,13,22,37,5
S1318,84,36,7,0,10,13
S1319,64,32,13,18,50,3
S1320,32,39,0,13,48,20
S1321,83,15,10,6,84,17
S1322,97,13,5,5,71,14
S1323,50,11,8,2,35,15
S1324,59,40,7,8,68,1
S1325,116,22,13,14,46,17
S1326,136,27,6,15,64,4
S1327,85,7,11,18,2,9
S1328,95,9,15,12,2,4
S1329,91,12,3,7,80,7
S1330,144,17,6,18,50,14
S1331,51,2,0,8,89,4
S1332,81,38,11,17,67,8
S1333,115,23,11,7,88,19
S1334,29,16,8,23,13,0
S1335,67,25,8,15,57,5
S1336,101,20,9,14,69,3
S1337,5,0,12,17,65,2
S1338,141,5,12,3,84,9
S1339,37,33,7,23,50,20
S1340,49,24,13,0,71,1
S1341,0,25,13,17,69,4
S1342,51,34,13,13,42,8
S1343,145,20,7,24,8,1
S1344,20,13,14,25,68,7
S1345,131,28,13,15,41,2
S1346,145,5,7,19,90,0
S1347,32,4,7,3,97,14
S1348,83,34,11,15,88,18
S1349,127,13,11,20,35,17
S1350,16,38,2,23,93,17
S1351,36,22,8,8,21,1
S1352,37,4,9,24,50,1
S1353,31,34,10,13,2,15
S1354,42,36,2,9,33,11
S1355,102,18,3,18,91,17
S1356,59,25,0,12,51,12
S1357,51,30,8,3,4,14
S1358,147,15,2,13,7,5
S1359,142,13,3,7,80,11
S1360,87,26,9,21,2,8
S1361,33,28,11,12,79,20
S1362,122,0,5,23,45,4
S1363,41,11,11,16,39,9
S1364,106,3,1,21,26,10
S1365,35,23,14,14,24,12
S1366,72,29,13,25,28,7
S1367,84,34,13,17,40,15
S1368,14,16,5,4,61,6
S1369,74,31,4,16,8,9
S1370,59,39,6,24,91,1
S1371,108,7,1,24,85,19
S1372,65,15,2,23,7,4
S1373,73,17,14,9,21,2
S1374,3,16,1,21,17,12
S1375,130,12,14,7,63,1
S1376,8,27,7,19,79,3
S1377,118,12,13,7,28,6
S1378,119,32,9,4,34,12
S1379,20,23,13,23,32,2
S1380,47,39,8,8,76,6
S1381,64,12,7,18,16,3
S1382,82,16,12,14,2,14
S1383,138,36,2,16,27,2
S1384,105,30,3,21,63,16
S1385,133,13,1,7,78,2
S1386,34,21,14,17,21,5
S1387,70,13,2,23,73,4
S1388,123,33,9,12,35,1
S1389,116,7,4,8,38,18
S1390,73,32,1,17,100,0
S1391,68,1,11,1,78,6
S1392,128,34,14,1,58,14
S1393,48,29,5,17,50,5
S1394,13,4,1,7,2,9
S1395,147,32,1,15,39,19
S1396,46,15,6,9,3,20
S1397,123,22,2,2,66,3
S1398,51,9,15,25,97,1
S1399,78,3,8,7,85,4
S1400,20,4,6,20,63,10
S1401,28,1,10,24,35,12
S1402,32,14,11,7,1,12
S1403,94,2,11,12,55,12
S1404,41,15,0,20,8,13
S1405,16,30,11,6,84,5
S1406,66,33,12,3,83,12
S1407,96,23,1,2,42,1
S1408,86,29,3,23,88,8
S1409,111,34,7,17,69,16
S1410,143,26,13,3,77,2
S1411,109,22,13,7,90,14
S1412,20,35,10,22,32,14
S1413,83,22,12,3,84,16
S1414,63,0,8,14,45,10
S1415,143,30,10,1,92,2
S1416,60,16,6,20,12,4
S1417,53,30,9,15,63,15
S1418,33,30,13,1,44,7
S1419,117,9,15,23,45,3
S1420,121,9,11,11,23,19
S1421,0,18,14,12,92,11
S1422,29,18,13,22,95,15
S1423,16,28,3,15,38,19
S1424,144,28,15,5,45,8
S1425,67,17,1,1,98,4
S1426,92,24,5,15,88,20
S1427,91,34,14,12,34,0
S1428,145,40,4,22,44,10
S1429,103,39,10,21,75,9
S1430,132,23,6,9,80,2
S1431,37,21,13,13,40,20
S1432,27,32,4,16,20,12
S1433,31,34,0,14,15,0
S1434,63,18,8,12,20,19
S1435,86,27,10,8,72,7
S1436,81,11,2,19,36,17
S1437,135,1,15,23,10,17
S1438,36,21,14,10,96,8
S1439,104,18,11,24,83,3
S1440,17,34,1,2,65,19
S1441,122,23,5,4,62,15
S1442,93,2,5,24,97,14
S1443,58,26,7,23,48,7
S1444,21,26,3,18,78,3
S1445,40,31,2,21,97,5
S1446,69,20,7,15,20,15
S1447,57,17,2,7,46,14
S1448,108,29,8,2,35,16
S1449,50,38,11,8,4,11
S1450,92,19,15,14,30,10
S1451,51,34,14,19,11,6
S1452,84,10,15,14,97,11
S1453,82,35,2,21,100,9
S1454,112,25,10,21,2,19
S1455,145,9,14,18,10,19
S1456,126,22,15,20,6,20
S1457,69,37,0,18,32,18
S1458,137,22,5,24,4,17
S1459,129,38,11,25,51,3
S1460,9,14,11,11,16,7
S1461,130,35,6,10,1,12
S1462,136,6,0,16,53,9
S1463,92,23,9,6,64,19
S1464,139,25,1,2,36,19
S1465,88,15,1,3,97,19
S1466,71,1,0,22,40,3
S1467,75,18,3,15,49,1
S1468,35,15,8,18,2,19
S1469,83,39,10,17,27,4
S1470,139,13,8,20,30,13
S1471,141,26,4,5,69,20
S1472,111,9,8,4,87,18
S1473,100,37,12,12,27,18
S1474,61,32,4,21,80,13
S1475,131,31,6,3,86,1
S1476,63,6,5,0,26,18
S1477,65,23,7,4,11,4
S1478,3,5,6,18,93,4
S1479,73,4,5,8,13,7
S1480,12,21,9,10,57,14
S1481,38,25,11,11,71,7
S1482,66,31,9,10,59,11
S1483,44,8,7,3,84,20
S1484,70,8,1,12,100,15
S1485,28,9,13,13,84,7
S1486,72,33,7,2,34,14
S1487,41,33,0,1,36,5
S1488,41,1,12,8,95,8
S1489,101,23,6,2,81,13
S1490,135,26,1,2,97,3
S1491,149,1,2,9,67,9
S1492,133,9,3,24,31,7
S1493,30,20,14,25,48,8
S1494,11,21,14,14,11,5
S1495,79,26,7,17,45,8
S1496,29,5,2,20,63,18
S1497,142,18,0,5,15,7
S1498,139,15,8,21,72,13
S1499,39,10,15,1,70,15
S1500,56,0,1,2,58,11
S1501,139,5,5,6,78,6
S1502,67,30,12,8,8,4
S1503,51,2,14,20,26,19
S1504,42,26,2,11,30,20
S1505,120,31,1,22,39,10
S1506,137,18,0,2,63,9
S1507,24,2,7,13,23,1
S1508,123,2,7,11,34,14
S1509,116,17,0,19,41,16
S1510,73,22,1,7,24,0
S1511,28,30,6,8,30,18
S1512,75,32,4,0,86,9
S1513,143,1,7,13,66,16
S1514,15,30,0,6,23,4
S1515,16,26,1,23,12,0
S1516,77,34,11,5,26,0
S1517,125,40,12,18,84,0
S1518,93,9,10,0,31,5
S1519,116,9,6,10,3,17
S1520,133,11,11,6,10,6
S1521,41,16,1,22,34,7
S1522,134,7,13,15,47,1
S1523,44,9,4,15,63,1
S1524,29,17,7,5,90,15
S1525,99,11,10,9,48,0
S1526,47,3,5,25,2,2
S1527,82,9,15,23,33,12
S1528,31,14,9,9,30,11
S1529,147,19,13,13,90,13
S1530,48,13,14,21,13,6
S1531,72,33,5,1,9,11
S1532,101,0,2,10,2,20
S1533,112,4,14,7,57,18
S1534,74,22,15,11,44,15
S1535,31,19,3,25,91,10
S1536,90,5,6,9,81,12
S1537,129,40,3,16,3,5
S1538,21,1,8,24,28,15
S1539,54,29,12,12,97,16
S1540,28,10,12,7,80,7
S1541,149,12,4,19,5,15
S1542,71,4,5,18,27,8
S1543,1,40,4,4,97,19
S1544,23,16,9,8,95,1
S1545,15,34,10,14,37,9
S1546,97,38,0,7,49,17
S1547,89,20,7,13,0,16
S1548,140,30,3,13,90,15
S1549,64,17,6,23,88,4
S1550,81,24,4,1,19,16
S1551,132,9,0,14,57,20
S1552,86,12,9,6,30,6
S1553,57,18,5,16,27,4
S1554,141,5,7,6,30,8
S1555,80,35,9,24,50,7
S1556,99,33,15,8,12,11
S1557,50,4,0,20,94,0
S1558,126,23,1,15,39,12
S1559,134,30,1,4,20,19
S1560,75,6,10,6,82,17
S1561,119,35,9,5,41,0
S1562,8,27,5,3,58,0
S1563,78,26,10,7,21,2
S1564,74,16,7,18,24,6
S1565,32,13,5,23,94,2
S1566,14,2,5,12,86,1
S1567,145,25,6,12,80,8
S1568,150,17,8,4,65,18
S1569,7,36,9,22,67,7
S1570,49,21,3,23,39,3
S1571,130,29,1,3,69,12
S1572,124,4,15,14,59,1
S1573,129,27,14,5,0,14
S1574,130,11,8,12,58,20
S1575,51,24,15,11,31,2
S1576,72,15,5,2,88,6
S1577,72,35,14,23,66,2
S1578,59,30,8,19,49,7
S1579,22,7,11,8,23,1
S1580,52,3,14,1,58,16
S1581,97,30,0,4,5,9
S1582,98,16,13,7,56,5
S1583,137,12,14,20,25,0
S1584,25,13,2,18,23,18
S1585,41,25,10,20,90,9
S1586,136,26,15,21,86,10
S1587,90,35,10,16,16,0
S1588,104,4,9,12,10,6
S1589,145,29,15,22,27,14
S1590,83,0,2,15,67,2
S1591,65,27,13,21,83,10
S1592,48,0,1,10,48,11
S1593,77,33,4,2,81,3
S1594,72,5,12,1,97,9
S1595,18,20,3,22,42,20
S1596,31,8,13,7,84,7
S1597,38,34,1,14,52,16
S1598,70,28,12,15,44,3
S1599,60,11,12,16,41,7
S1600,73,33,8,24,86,6
S1601,43,39,11,21,2,17
S1602,3,7,9,4,47,5
S1603,114,14,5,24,97,20
S1604,134,8,12,13,31,3
S1605,28,0,3,13,53,2
S1606,19,39,14,13,12,19
S1607,89,6,13,25,15,16
S1608,39,37,5,8,50,19
S1609,73,39,5,22,61,20
S1610,70,37,14,17,19,9
S1611,109,19,2,17,47,8
S1612,20,34,11,2,5,11
S1613,78,40,5,4,26,17
S1614,113,28,15,9,33,6
S1615,105,22,6,16,33,15
S1616,132,23,12,12,94,16
S1617,145,26,8,17,71,10
S1618,134,40,5,18,32,11
S1619,126,22,6,10,92,6
S1620,38,35,2,22,100,13
S1621,87,19,5,0,82,9
S1622,95,4,6,9,24,1
S1623,129,0,9,8,58,15
S1624,148,3,1,9,86,10
S1625,96,6,8,9,92,7
S1626,13,1,0,7,88,5
S1627,26,10,0,16,79,13
S1628,70,19,5,8,26,0
S1629,53,28,2,0,30,11
S1630,123,28,9,19,79,9
S1631,102,31,15,4,95,10
S1632,87,35,3,17,55,1
S1633,5,15,0,3,27,15
S1634,70,36,0,20,38,6
S1635,87,7,11,1,90,1
S1636,67,24,9,12,66,1
S1637,88,36,6,22,72,18
S1638,98,24,14,19,60,6
S1639,17,35,0,21,1,3
S1640,53,27,14,24,50,13
S1641,45,28,10,2,49,16
S1642,125,40,8,9,45,19
S1643,20,9,15,14,67,15
S1644,85,3,0,9,81,17
S1645,144,7,8,12,72,2
S1646,69,19,2,4,71,8
S1647,58,28,6,2,84,18
S1648,97,36,5,7,50,15
S1649,115,27,8,8,53,5
S1650,89,19,6,21,39,1
S1651,37,1,7,3,73,13
S1652,73,22,12,14,2,18
S1653,119,27,8,10,45,14
S1654,85,27,9,4,49,7
S1655,50,39,11,11,43,20
S1656,123,34,11,15,73,3
S1657,145,30,13,12,17,1
S1658,31,23,14,9,46,14
S1659,96,19,6,9,12,7
S1660,62,15,2,5,57,4
S1661,139,18,8,4,3,11
S1662,23,14,11,4,70,10
S1663,0,28,14,4,78,19
S1664,90,16,4,18,6,8
S1665,42,31,12,5,55,19
S1666,16,22,7,11,82,5
S1667,99,16,15,22,0,4
S1668,38,16,12,23,27,4
S1669,104,30,6,11,50,17
S1670,70,13,15,23,89,4
S1671,26,21,7,23,16,17
S1672,89,11,11,20,40,18
S1673,45,30,10,7,44,13
S1674,94,24,15,25,0,1
S1675,106,4,3,8,73,13
S1676,88,32,3,0,23,2
S1677,11,37,11,17,78,4
S1678,4,13,2,7,66,16
S1679,128,27,10,21,64,1
S1680,125,21,9,25,81,9
S1681,140,36,13,2,27,0
S1682,68,29,1,20,69,19
S1683,28,34,1,0,54,8
S1684,22,34,2,15,17,6
S1685,55,40,3,4,31,4
S1686,132,20,6,7,91,2
S1687,60,0,7,4,23,6
S1688,72,30,7,4,56,6
S1689,47,17,3,2,24,1
S1690,95,0,10,22,65,12
S1691,132,8,0,18,61,9
S1692,21,24,5,22,16,6
S1693,36,4,2,2,25,13
S1694,7,1,4,13,40,0
S1695,52,3,13,23,91,18
S1696,128,11,10,23,56,16
S1697,111,10,11,8,49,12
S1698,95,8,3,16,15,15
S1699,92,21,2,24,13,10
S1700,146,13,4,24,13,14
S1701,38,17,2,11,19,2
S1702,57,34,6,25,100,0
S1703,105,2,8,14,45,14
S1704,147,15,11,0,20,3
S1705,86,15,0,10,93,17
S1706,134,39,12,19,25,14
S1707,49,11,13,5,58,16
S1708,69,35,8,10,82,14
S1709,26,18,12,16,77,13
S1710,131,33,5,23,73,6
S1711,58,13,13,15,84,7
S1712,43,0,1,17,70,18
S1713,16,26,9,6,2,3
S1714,31,38,3,11,54,2
S1715,66,31,9,14,50,8
S1716,78,27,12,13,90,16
S1717,54,32,14,21,39,3
S1718,63,24,13,20,66,14
S1719,104,30,2,16,70,4
S1720,107,24,15,7,67,6
S1721,71,19,9,7,64,7
S1722,11,23,15,7,48,4
S1723,70,36,9,21,96,12
S1724,115,22,1,12,75,8
S1725,33,3,12,17,78,20
S1726,91,21,3,24,44,13
S1727,132,20,4,7,32,20
S1728,44,16,0,3,45,4
S1729,124,17,14,5,27,8
S1730,108,38,5,19,1,2
S1731,106,22,2,22,47,13
S1732,113,11,4,8,49,5
S1733,7,26,11,21,12,5
S1734,104,27,7,22,92,18
S1735,144,12,13,22,84,14
S1736,131,27,14,10,57,4
S1737,16,23,4,11,84,10
S1738,13,25,8,15,39,8
S1739,10,11,14,16,17,8
S1740,149,20,15,16,44,8
S1741,69,10,14,4,67,8
S1742,53,32,0,23,4,15
S1743,30,34,0,2,55,0
S1744,133,22,9,23,15,5
S1745,52,16,13,5,26,9
S1746,5,37,4,2,50,1
S1747,6,9,3,13,11,13
S1748,85,36,11,6,1,11
S1749,70,32,5,8,15,3
S1750,149,23,7,3,6,5
S1751,150,10,4,15,48,18
S1752,59,18,4,19,49,18
S1753,56,38,3,10,99,15
S1754,10,22,10,3,56,15
S1755,99,1,0,6,95,2
S1756,136,9,4,21,49,16
S1757,103,14,1,22,29,7
S1758,15,29,2,22,52,5
S1759,122,5,8,4,15,0
S1760,41,4,1,16,12,7
S1761,117,34,5,21,23,7
S1762,111,35,15,8,32,8
S1763,119,37,12,22,51,2
S1764,80,22,8,1,26,8
S1765,15,39,3,8,19,20
S1766,36,13,14,12,81,15
S1767,107,5,3,15,84,19
S1768,4,5,2,4,40,18
S1769,141,17,12,18,69,20
S1770,148,40,4,23,80,5
S1771,120,1,2,1,83,11
S1772,27,11,5,23,30,18
S1773,132,2,1,5,94,3
S1774,29,0,0,3,39,17
S1775,112,16,15,0,22,20
S1776,86,7,9,7,34,0
S1777,121,36,6,18,88,15
S1778,109,29,5,2,59,17
S1779,73,3,7,23,83,16
S1780,124,23,14,0,96,4
S1781,32,28,5,11,4,4
S1782,100,6,4,6,65,4
S1783,36,34,12,24,11,13
S1784,83,22,3,3,13,2
S1785,43,9,2,20,78,4
S1786,83,34,1,25,65,1
S1787,150,11,9,14,7,12
S1788,50,25,13,18,2,2
S1789,96,40,13,23,55,4
S1790,143,14,6,13,99,20
S1791,10,7,10,19,75,12
S1792,30,2,1,24,97,19
S1793,8,19,13,19,90,1
S1794,143,28,4,19,14,6
S1795,46,36,10,2,99,4
S1796,12,33,10,6,48,1
S1797,72,5,15,22,81,19
S1798,72,17,10,14,64,13
S1799,57,18,8,11,32,18
S1800,146,6,7,7,74,7
S1801,136,5,0,2,50,16
S1802,76,16,12,8,68,7
S1803,84,33,14,14,57,14
