student_id,average_quiz_score,assignment_score,final_exam_score,badges_earned,certified
S1067,45,39,44,0,0
S1068,83,78,66,7,1
S1069,58,53,38,6,0
S1070,41,34,22,5,0
S1071,74,72,74,1,1
S1072,54,51,49,4,0
S1073,96,95,93,4,1
S1074,62,60,47,7,1
S1075,68,67,64,2,1
S1076,67,64,57,4,1
S1077,43,35,40,3,0
S1078,69,59,56,5,1
S1079,90,89,86,1,1
S1080,43,38,34,2,0
S1081,51,45,31,6,0
S1082,92,90,88,2,1
S1083,92,87,85,3,1
S1084,41,37,39,8,0
S1085,46,46,26,5,0
S1086,54,51,51,0,0
S1087,87,77,74,3,1
S1088,60,51,49,8,0
S1089,51,46,35,0,0
S1090,100,96,96,6,1
S1091,72,66,56,0,1
S1092,84,84,71,8,1
S1093,70,64,56,7,1
S1094,81,74,66,8,1
S1095,97,94,80,7,1
S1096,78,70,68,5,1
S1097,99,89,98,5,1
S1098,89,80,74,7,1
S1099,80,79,64,8,1
S1100,97,96,83,2,1
S1101,84,76,71,2,1
S1102,99,93,85,6,1
S1103,95,86,75,3,1
S1104,60,55,48,1,0
S1105,78,71,62,6,1
S1106,68,65,52,5,1
S1107,75,71,60,8,1
S1108,43,38,41,2,0
S1109,48,38,35,5,0
S1110,78,69,59,2,1
S1111,51,48,43,5,0
S1112,58,49,42,8,0
S1113,54,47,43,6,0
S1114,88,88,79,0,1
S1115,41,32,36,1,0
S1116,71,70,63,6,1
S1117,54,53,43,5,0
S1118,84,84,77,1,1
S1119,53,43,36,1,0
S1120,82,81,62,2,1
S1121,95,86,92,0,1
S1122,86,80,86,8,1
S1123,87,79,73,6,1
S1124,74,64,70,5,1
S1125,74,68,61,1,1
S1126,96,86,87,8,1
S1127,50,49,31,6,0
S1128,93,83,91,2,1
S1129,96,87,84,3,1
S1130,85,78,68,0,1
S1131,91,86,79,3,1
S1132,92,88,73,6,1
S1133,78,70,78,0,1
S1134,70,66,70,7,1
S1135,65,57,50,6,1
S1136,83,82,73,4,1
S1137,98,95,84,3,1
S1138,87,77,72,2,1
S1139,58,54,53,7,0
S1140,46,45,43,6,0
S1141,72,62,68,1,1
S1142,88,83,88,8,1
S1143,43,41,26,7,0
S1144,46,45,28,5,0
S1145,58,55,39,5,0
S1146,67,61,61,8,1
S1147,58,55,53,4,0
S1148,40,40,21,3,0
S1149,63,57,45,7,1
S1150,42,40,28,2,0
S1151,79,72,60,4,1
S1152,95,87,79,4,1
S1153,73,71,72,0,1
S1154,77,73,70,8,1
S1155,57,54,57,2,0
S1156,68,65,58,4,1
S1157,62,55,61,7,1
S1158,55,52,39,7,0
S1159,61,56,46,0,1
S1160,57,48,52,2,0
S1161,63,58,57,4,1
S1162,89,85,86,7,1
S1163,49,45,49,2,0
S1164,49,43,39,7,0
S1165,54,49,34,0,0
S1166,84,84,70,5,1
S1167,88,81,82,1,1
S1168,54,54,39,5,0
S1169,69,64,49,5,1
S1170,56,48,55,4,0
S1171,40,34,27,4,0
S1172,70,68,60,4,1
S1173,81,78,73,2,1
S1174,89,86,79,5,1
S1175,100,95,86,2,1
S1176,75,65,75,2,1
S1177,77,72,62,2,1
S1178,96,90,76,2,1
S1179,46,43,38,5,0
S1180,80,72,65,6,1
S1181,84,78,84,4,1
S1182,94,86,84,5,1
S1183,67,67,48,0,1
S1184,46,45,28,3,0
S1185,48,43,31,1,0
S1186,92,87,73,7,1
S1187,52,51,42,1,0
S1188,42,32,28,0,0
S1189,43,39,36,0,0
S1190,62,58,51,7,1
S1191,77,72,60,2,1
S1192,71,66,51,4,1
S1193,66,65,56,0,1
S1194,60,58,53,2,0
S1195,73,67,71,6,1
S1196,47,47,36,1,0
S1197,41,31,39,0,0
S1198,85,78,74,5,1
S1199,47,47,38,0,0
S1200,97,90,80,8,1
S1201,59,51,53,1,0
S1202,72,67,61,7,1
S1203,73,66,73,8,1
S1204,52,43,44,7,0
S1205,62,55,45,7,1
S1206,74,70,54,8,1
S1207,63,56,51,1,1
S1208,47,43,41,6,0
S1209,43,39,35,0,0
S1210,97,89,91,1,1
S1211,47,44,28,8,0
S1212,88,81,78,2,1
S1213,66,66,59,5,1
S1214,94,86,85,3,1
S1215,93,92,75,7,1
S1216,98,95,87,4,1
S1217,50,50,37,0,0
S1218,71,63,64,2,1
S1219,48,39,39,2,0
S1220,41,39,25,7,0
S1221,67,59,56,6,1
S1222,86,76,76,8,1
S1223,81,78,66,4,1
S1224,54,44,38,4,0
S1225,79,69,63,5,1
S1226,79,76,62,8,1
S1227,68,58,52,5,1
S1228,84,84,81,8,1
S1229,55,55,44,5,0
S1230,90,81,90,4,1
S1231,72,68,67,5,1
S1232,87,81,81,6,1
S1233,87,83,68,1,1
S1234,61,60,52,8,1
S1235,87,83,67,7,1
S1236,55,46,55,2,0
S1237,57,48,49,5,0
S1238,57,57,53,4,0
S1239,73,67,58,0,1
S1240,43,36,43,8,0
S1241,55,49,37,5,0
S1242,92,89,82,0,1
S1243,73,63,56,2,1
S1244,48,39,37,6,0
S1245,64,60,49,6,1
S1246,95,87,79,7,1
S1247,47,43,40,7,0
S1248,41,33,41,8,0
S1249,57,47,49,0,0
S1250,89,81,78,2,1
S1251,46,43,28,2,0
S1252,65,63,48,6,1
S1253,72,72,56,4,1
S1254,71,66,66,2,1
S1255,58,49,38,2,0
S1256,61,52,55,1,1
S1257,51,51,34,4,0
S1258,66,57,55,6,1
S1259,54,51,51,3,0
S1260,62,55,47,6,1
S1261,70,64,58,0,1
S1262,91,86,78,4,1
S1263,72,68,67,7,1
S1264,99,92,99,1,1
S1265,96,92,96,7,1
S1266,57,55,41,6,0
S1267,89,80,85,4,1
S1268,95,85,84,2,1
S1269,77,72,61,3,1
S1270,45,37,35,8,0
S1271,65,59,53,2,1
S1272,98,97,80,0,1
S1273,68,64,67,8,1
S1274,70,67,53,3,1
S1275,63,53,46,7,1
S1276,77,70,73,8,1
S1277,97,95,83,8,1
S1278,50,46,37,2,0
S1279,77,67,70,8,1
S1280,70,65,66,1,1
S1281,54,53,49,2,0
S1282,47,38,33,8,0
S1283,52,45,37,3,0
S1284,60,55,57,7,0
S1285,94,86,81,8,1
S1286,71,66,61,4,1
S1287,43,37,23,2,0
S1288,91,85,91,6,1
S1289,67,67,58,5,1
S1290,76,70,72,5,1
S1291,51,46,37,4,0
S1292,45,37,41,5,0
S1293,69,65,68,2,1
S1294,87,83,77,0,1
S1295,98,95,95,0,1
S1296,92,84,75,3,1
S1297,71,66,59,3,1
S1298,96,86,84,6,1
S1299,67,60,52,1,1
S1300,65,55,63,5,1
S1301,44,37,42,4,0
S1302,88,87,74,4,1
S1303,90,82,71,2,1
S1304,43,41,28,7,0
S1305,52,51,52,8,0
S1306,82,81,64,8,1
S1307,47,44,46,7,0
S1308,48,40,44,0,0
S1309,84,80,78,3,1
S1310,86,81,68,5,1
S1311,74,72,54,1,1
S1312,50,44,32,3,0
S1313,86,84,67,5,1
S1314,85,85,71,3,1
S1315,87,82,68,6,1
S1316,69,64,51,4,1
S1317,46,36,28,3,0
S1318,54,48,44,3,0
S1319,67,57,62,1,1
S1320,92,88,81,2,1
S1321,82,74,68,7,1
S1322,99,95,87,0,1
S1323,81,74,73,4,1
S1324,98,97,90,2,1
S1325,49,43,34,6,0
S1326,79,75,79,4,1
S1327,44,34,35,8,0
S1328,67,63,51,0,1
S1329,59,53,59,1,0
S1330,85,85,75,8,1
S1331,52,42,46,0,0
S1332,76,68,74,5,1
S1333,43,38,32,7,0
S1334,67,63,66,2,1
S1335,72,66,60,4,1
S1336,76,73,60,3,1
S1337,79,79,73,5,1
S1338,55,53,49,5,0
S1339,64,63,64,1,1
S1340,88,80,73,8,1
S1341,93,85,86,8,1
S1342,47,45,39,0,0
S1343,69,68,69,1,1
S1344,80,75,72,7,1
S1345,45,45,39,5,0
S1346,92,91,73,4,1
S1347,100,99,86,6,1
S1348,95,88,93,4,1
S1349,82,76,66,3,1
S1350,67,62,47,1,1
S1351,74,66,63,7,1
S1352,41,41,35,5,0
S1353,71,64,65,5,1
S1354,82,80,68,1,1
S1355,64,57,60,8,1
S1356,46,36,38,8,0
S1357,80,70,60,4,1
S1358,77,75,65,5,1
S1359,72,65,65,8,1
S1360,52,48,45,3,0
S1361,72,71,66,8,1
S1362,88,87,68,4,1
S1363,82,74,62,7,1
S1364,100,96,98,4,1
S1365,91,88,89,1,1
S1366,65,61,48,6,1
S1367,93,88,83,7,1
S1368,50,43,37,6,0
S1369,55,53,52,4,0
S1370,72,62,59,3,1
S1371,41,39,34,8,0
S1372,80,74,71,0,1
S1373,97,95,85,2,1
S1374,91,84,76,6,1
S1375,76,71,75,8,1
S1376,80,74,75,8,1
S1377,98,91,84,7,1
S1378,92,85,86,3,1
S1379,49,46,44,2,0
S1380,85,81,69,1,1
S1381,66,66,64,2,1
S1382,57,52,50,4,0
S1383,92,90,76,7,1
S1384,54,53,44,0,0
S1385,74,67,73,1,1
S1386,45,39,42,6,0
S1387,46,44,40,2,0
S1388,99,97,93,2,1
S1389,75,71,66,0,1
S1390,99,95,87,5,1
S1391,48,42,38,1,0
S1392,42,40,24,1,0
S1393,47,41,39,6,0
S1394,84,78,71,7,1
S1395,53,43,43,0,0
S1396,75,68,66,3,1
S1397,73,66,66,3,1
S1398,42,36,27,7,0
S1399,50,41,34,3,0
S1400,67,66,63,4,1
S1401,60,53,47,5,0
S1402,76,71,76,3,1
S1403,64,60,45,7,1
S1404,45,40,40,4,0
S1405,74,69,57,4,1
S1406,52,44,46,4,0
S1407,64,58,56,0,1
S1408,87,83,85,5,1
S1409,43,37,35,7,0
S1410,52,46,43,8,0
S1411,81,81,71,2,1
S1412,61,58,52,7,1
S1413,57,54,53,5,0
S1414,80,76,76,8,1
S1415,73,72,64,2,1
S1416,47,41,33,6,0
S1417,91,83,90,4,1
S1418,50,40,45,4,0
S1419,97,92,82,6,1
S1420,73,70,63,8,1
S1421,50,43,40,5,0
S1422,73,71,62,5,1
S1423,100,90,87,2,1
S1424,74,66,57,8,1
S1425,59,59,56,0,0
S1426,43,40,39,4,0
S1427,67,57,67,4,1
S1428,82,73,62,3,1
S1429,86,83,75,2,1
S1430,70,70,69,8,1
S1431,96,86,87,0,1
S1432,93,89,73,0,1
S1433,42,36,41,0,0
S1434,68,58,50,7,1
S1435,93,83,88,0,1
S1436,79,70,71,0,1
S1437,99,89,93,2,1
S1438,59,59,53,0,0
S1439,87,78,86,0,1
S1440,88,81,81,7,1
S1441,51,41,48,8,0
S1442,40,40,24,3,0
S1443,56,51,45,2,0
S1444,69,67,59,0,1
S1445,67,59,54,7,1
S1446,66,58,55,1,1
S1447,78,75,72,2,1
S1448,95,95,80,0,1
S1449,85,76,80,2,1
S1450,70,70,55,3,1
S1451,42,32,34,2,0
S1452,59,49,52,0,0
S1453,82,76,68,1,1
S1454,48,40,44,5,0
S1455,99,95,89,2,1
S1456,68,63,66,2,1
S1457,74,67,65,1,1
S1458,82,76,73,1,1
S1459,44,44,38,2,0
S1460,96,89,78,7,1
S1461,78,73,70,8,1
S1462,53,43,43,4,0
S1463,93,84,79,6,1
S1464,46,41,34,4,0
S1465,45,39,36,0,0
S1466,40,31,39,8,0
S1467,72,65,63,1,1
S1468,69,64,56,0,1
S1469,82,72,77,7,1
S1470,57,52,57,1,0
S1471,67,64,48,0,1
S1472,94,88,76,0,1
S1473,45,45,37,7,0
S1474,65,65,63,0,1
S1475,47,44,43,2,0
S1476,78,70,60,2,1
S1477,47,47,47,7,0
S1478,68,58,48,6,1
S1479,79,75,75,4,1
S1480,78,73,71,6,1
S1481,66,60,48,4,1
S1482,99,90,92,8,1
S1483,75,66,62,7,1
S1484,42,38,38,8,0
S1485,53,50,51,7,0
S1486,65,64,55,3,1
S1487,89,82,88,4,1
S1488,96,96,87,6,1
S1489,95,95,81,3,1
S1490,53,43,47,0,0
S1491,74,64,71,1,1
S1492,85,77,76,4,1
S1493,45,40,27,4,0
S1494,62,55,52,6,1
S1495,61,57,47,5,1
S1496,63,61,54,0,1
S1497,100,99,94,4,1
S1498,48,45,42,7,0
S1499,40,37,24,6,0
S1500,72,72,63,4,1
S1501,64,54,44,1,1
S1502,85,79,66,6,1
S1503,52,48,49,7,0
S1504,60,56,40,4,0
S1505,64,63,56,4,1
S1506,54,52,47,4,0
S1507,82,75,76,3,1
S1508,61,57,46,7,1
S1509,49,41,43,5,0
S1510,68,64,65,5,1
S1511,87,81,81,5,1
S1512,76,71,72,3,1
S1513,68,62,49,6,1
S1514,59,56,41,8,0
S1515,53,45,47,8,0
S1516,79,71,68,6,1
S1517,81,75,73,0,1
S1518,93,92,82,1,1
S1519,78,68,67,2,1
S1520,89,84,86,6,1
S1521,41,39,30,3,0
S1522,50,50,30,4,0
S1523,42,37,26,7,0
S1524,43,40,33,7,0
S1525,69,65,60,7,1
S1526,97,96,95,8,1
S1527,56,53,43,7,0
S1528,65,57,64,3,1
S1529,86,81,69,3,1
S1530,42,35,25,1,0
S1531,55,51,55,4,0
S1532,50,45,49,7,0
S1533,43,41,37,0,0
S1534,88,84,72,5,1
S1535,76,66,66,5,1
S1536,59,52,59,3,0
S1537,70,62,70,6,1
S1538,75,71,56,5,1
S1539,84,77,75,2,1
S1540,89,85,73,6,1
S1541,64,55,44,4,1
S1542,57,57,49,7,0
S1543,100,100,95,5,1
S1544,91,82,74,5,1
S1545,93,88,84,5,1
S1546,100,90,86,8,1
S1547,65,62,52,4,1
S1548,41,36,25,2,0
S1549,74,68,68,7,1
S1550,76,67,58,2,1
S1551,57,55,47,1,0
S1552,69,69,52,1,1
S1553,75,65,72,0,1
S1554,63,57,44,7,1
S1555,46,37,43,6,0
S1556,69,65,50,8,1
S1557,72,67,52,0,1
S1558,53,48,38,8,0
S1559,51,41,39,6,0
S1560,43,33,34,4,0
S1561,95,95,78,5,1
S1562,59,59,41,8,0
S1563,40,30,40,1,0
S1564,94,92,93,1,1
S1565,98,94,84,4,1
S1566,96,91,90,1,1
S1567,56,51,54,2,0
S1568,43,33,33,5,0
S1569,65,63,62,5,1
S1570,85,76,69,2,1
S1571,85,85,76,2,1
S1572,52,51,47,5,0
S1573,58,49,45,2,0
S1574,72,63,66,5,1
S1575,65,63,54,5,1
S1576,84,80,77,0,1
S1577,58,49,52,4,0
S1578,100,94,94,1,1
S1579,43,35,37,3,0
S1580,52,47,32,0,0
S1581,75,73,59,6,1
S1582,77,72,68,0,1
S1583,47,38,33,3,0
S1584,49,48,42,2,0
S1585,90,90,75,1,1
S1586,67,64,63,8,1
S1587,97,87,77,1,1
S1588,47,37,41,6,0
S1589,77,68,68,3,1
S1590,63,62,52,0,1
S1591,88,88,78,6,1
S1592,77,74,74,2,1
S1593,49,45,43,5,0
S1594,86,83,77,1,1
S1595,42,42,35,5,0
S1596,59,49,59,3,0
S1597,74,67,73,5,1
S1598,95,94,77,5,1
S1599,85,82,69,0,1
S1600,41,41,34,2,0
S1601,54,52,48,5,0
S1602,71,66,69,5,1
S1603,82,75,75,5,1
S1604,98,91,80,7,1
S1605,44,37,43,2,0
S1606,80,73,77,5,1
S1607,45,39,28,2,0
S1608,53,51,38,5,0
S1609,50,49,33,6,0
S1610,92,92,85,0,1
S1611,50,41,38,1,0
S1612,45,37,37,2,0
S1613,94,93,89,1,1
S1614,71,65,61,4,1
S1615,50,45,48,3,0
S1616,83,83,72,6,1
S1617,47,47,40,4,0
S1618,53,52,50,8,0
S1619,100,100,84,2,1
S1620,43,33,26,7,0
S1621,48,43,28,6,0
S1622,94,88,94,0,1
S1623,62,59,45,1,1
S1624,50,46,40,6,0
S1625,59,56,52,4,0
S1626,48,47,31,6,0
S1627,91,88,83,8,1
S1628,74,68,67,7,1
S1629,46,46,33,7,0
S1630,66,61,51,7,1
S1631,84,84,81,4,1
S1632,92,91,87,2,1
S1633,69,60,49,2,1
S1634,47,37,45,7,0
S1635,96,96,89,6,1
S1636,62,56,58,5,1
S1637,53,53,45,7,0
S1638,83,80,78,4,1
S1639,70,63,52,7,1
S1640,46,46,44,2,0
S1641,93,91,87,3,1
S1642,56,52,49,4,0
S1643,86,82,69,1,1
S1644,86,83,71,4,1
S1645,83,76,73,0,1
S1646,86,86,81,3,1
S1647,77,69,76,8,1
S1648,99,97,98,8,1
S1649,54,49,52,1,0
S1650,77,73,59,1,1
S1651,41,39,37,8,0
S1652,67,63,52,8,1
S1653,43,34,31,4,0
S1654,78,69,66,5,1
S1655,93,86,75,3,1
S1656,93,83,78,7,1
S1657,81,81,67,4,1
S1658,49,42,48,8,0
S1659,55,48,55,3,0
S1660,46,37,34,4,0
S1661,53,47,36,3,0
S1662,65,65,47,4,1
S1663,44,38,38,2,0
S1664,58,56,40,0,0
S1665,59,59,56,2,0
S1666,70,63,68,4,1
S1667,72,72,65,2,1
S1668,73,63,69,1,1
S1669,58,58,52,2,0
S1670,99,94,95,5,1
S1671,60,57,44,2,0
S1672,83,81,64,0,1
S1673,74,67,56,1,1
S1674,68,67,66,3,1
S1675,56,53,43,6,0
S1676,57,57,53,4,0
S1677,52,47,52,6,0
S1678,56,55,36,5,0
S1679,87,86,74,5,1
S1680,56,49,36,1,0
S1681,48,43,48,1,0
S1682,51,45,39,5,0
S1683,95,87,92,1,1
S1684,77,77,65,0,1
S1685,70,61,52,6,1
S1686,60,57,47,4,0
S1687,97,91,95,1,1
S1688,85,82,72,6,1
S1689,48,45,43,0,0
S1690,52,50,33,4,0
S1691,92,86,90,7,1
S1692,87,84,85,2,1
S1693,58,56,55,0,0
S1694,90,83,75,1,1
S1695,42,32,24,3,0
S1696,49,48,30,1,0
S1697,82,75,70,4,1
S1698,90,85,79,4,1
S1699,90,81,71,5,1
S1700,81,72,65,8,1
S1701,50,46,36,6,0
S1702,86,85,86,1,1
S1703,84,80,67,7,1
S1704,78,72,59,2,1
S1705,89,80,73,6,1
S1706,85,82,71,7,1
S1707,63,62,60,3,1
S1708,64,59,61,7,1
S1709,96,88,95,3,1
S1710,58,57,49,1,0
S1711,100,99,85,5,1
S1712,74,71,56,8,1
S1713,76,76,75,8,1
S1714,47,40,33,5,0
S1715,49,42,49,5,0
S1716,43,38,29,4,0
S1717,44,38,35,1,0
S1718,47,44,34,0,0
S1719,89,79,69,0,1
S1720,55,48,36,8,0
S1721,86,84,66,6,1
S1722,52,43,47,3,0
S1723,75,73,71,2,1
S1724,40,32,35,6,0
S1725,43,35,39,0,0
S1726,80,77,74,5,1
S1727,56,46,38,5,0
S1728,96,90,76,2,1
S1729,85,80,69,8,1
S1730,40,30,20,5,0
S1731,73,73,60,4,1
S1732,60,60,60,0,0
S1733,60,53,42,6,0
S1734,62,60,57,0,1
S1735,47,37,41,0,0
S1736,77,76,68,7,1
S1737,60,55,40,7,0
S1738,60,50,43,6,0
S1739,45,42,30,0,0
S1740,84,74,72,5,1
S1741,84,76,81,1,1
S1742,71,63,69,8,1
S1743,73,73,70,5,1
S1744,74,72,63,5,1
S1745,89,85,87,3,1
S1746,82,73,72,5,1
S1747,83,83,65,7,1
S1748,52,42,36,8,0
S1749,43,41,32,8,0
S1750,90,80,85,8,1
S1751,47,40,33,6,0
S1752,97,91,79,5,1
S1753,89,84,76,6,1
S1754,75,73,73,6,1
S1755,74,67,56,4,1
S1756,97,92,83,8,1
S1757,79,75,69,5,1
S1758,93,92,75,3,1
S1759,75,66,66,0,1
S1760,49,44,37,5,0
S1761,98,96,92,0,1
S1762,42,34,35,6,0
S1763,56,51,39,6,0
S1764,87,86,71,6,1
S1765,96,86,77,0,1
S1766,55,52,40,1,0
S1767,49,40,40,7,0
S1768,65,57,62,2,1
S1769,78,77,60,7,1
S1770,85,77,85,0,1
S1771,54,49,46,6,0
S1772,87,79,83,6,1
S1773,58,53,54,3,0
S1774,43,42,43,5,0
S1775,74,66,60,7,1
S1776,62,58,61,3,1
S1777,77,67,58,1,1
S1778,80,76,69,7,1
S1779,87,83,82,6,1
S1780,66,60,48,7,1
S1781,45,39,39,6,0
S1782,89,88,73,8,1
S1783,70,62,68,1,1
S1784,77,71,67,8,1
S1785,81,72,67,3,1
S1786,40,31,28,6,0
S1787,43,42,42,8,0
S1788,46,44,42,8,0
S1789,45,45,33,5,0
S1790,74,71,67,8,1
S1791,55,47,35,8,0
S1792,94,87,78,2,1
S1793,49,45,35,3,0
S1794,95,87,76,1,1
S1795,99,96,93,6,1
S1796,70,70,67,7,1
S1797,64,62,63,6,1
S1798,44,40,28,7,0
S1799,97,89,94,0,1
S1800,52,49,32,0,0
S1801,90,80,84,5,1
S1802,47,46,45,3,0
S1803,44,36,36,8,0
S1804,54,49,40,6,0
S1805,91,82,76,8,1
S1806,48,46,37,0,0
S1807,47,42,43,3,0
S1808,43,40,34,8,0
S1809,100,90,80,8,1
S1810,94,87,90,3,1
S1811,59,51,45,7,0
S1812,58,58,42,8,0
S1813,73,66,66,4,1
S1814,60,56,53,3,0
S1815,43,34,27,2,0
S1816,73,71,66,8,1
S1817,93,83,77,3,1
S1818,62,57,47,5,1
S1819,83,80,79,8,1
S1820,45,44,37,3,0
S1821,82,78,65,6,1
S1822,45,43,37,1,0
S1823,54,44,51,8,0
S1824,41,38,25,7,0
S1825,85,76,75,7,1
S1826,43,37,28,2,0
S1827,96,90,81,7,1
S1828,77,75,76,6,1
S1829,57,52,57,6,0
S1830,80,77,78,3,1
S1831,91,89,75,8,1
S1832,57,56,52,2,0
S1833,95,93,87,7,1
S1834,53,53,42,0,0
S1835,48,48,42,0,0
S1836,68,66,66,0,1
S1837,68,59,52,5,1
S1838,47,42,47,1,0
S1839,71,65,54,8,1
S1840,71,70,65,2,1
S1841,76,74,74,2,1
S1842,97,94,82,7,1
S1843,67,59,57,5,1
S1844,54,51,45,4,0
S1845,78,78,67,1,1
S1846,77,68,74,6,1
S1847,77,77,64,2,1
S1848,42,42,41,4,0
S1849,56,48,43,3,0
S1850,44,43,28,3,0
S1851,82,76,77,8,1
S1852,67,59,65,3,1
S1853,46,38,28,1,0
S1854,82,74,66,7,1
S1855,83,75,66,7,1
S1856,68,58,64,7,1
S1857,61,52,59,6,1
S1858,96,89,78,8,1
S1859,72,62,57,0,1
S1860,49,45,47,2,0
S1861,82,81,66,3,1
S1862,62,52,45,1,1
S1863,91,87,91,0,1
S1864,52,50,43,0,0
S1865,70,63,67,2,1
S1866,62,55,58,7,1
S1867,60,53,40,2,0
S1868,83,78,79,1,1
S1869,77,77,59,6,1
S1870,69,60,59,6,1
S1871,58,56,48,6,0
S1872,61,54,48,2,1
S1873,68,67,59,2,1
S1874,69,61,49,0,1
S1875,97,91,94,7,1
S1876,46,37,40,3,0
S1877,100,94,97,0,1
S1878,95,86,80,5,1
S1879,72,62,64,3,1
S1880,85,81,73,7,1
S1881,91,87,76,4,1
S1882,65,57,55,8,1
S1883,52,46,33,7,0
S1884,45,43,32,3,0
S1885,84,74,73,1,1
S1886,94,86,79,5,1
S1887,64,56,48,4,1
S1888,86,81,86,4,1
S1889,74,67,68,1,1
S1890,92,91,81,0,1
S1891,86,83,75,3,1
S1892,90,90,72,2,1
S1893,41,32,34,3,0
S1894,45,43,31,3,0
S1895,75,68,62,3,1
S1896,87,79,78,5,1
S1897,72,71,71,8,1
S1898,61,52,45,6,1
S1899,86,83,86,6,1
S1900,91,87,81,2,1
S1901,77,69,68,5,1
S1902,85,83,70,8,1
S1903,100,99,89,3,1
S1904,77,72,60,6,1
S1905,91,86,85,6,1
S1906,52,50,48,0,0
S1907,63,56,62,3,1
S1908,86,84,78,5,1
S1909,41,35,32,8,0
S1910,72,62,61,4,1
S1911,90,85,75,0,1
S1912,61,58,43,3,1
S1913,57,55,39,8,0
S1914,88,79,74,0,1
S1915,94,91,79,2,1
S1916,98,97,81,5,1
S1917,69,64,57,5,1
S1918,50,49,30,0,0
S1919,100,93,96,2,1
S1920,92,84,72,6,1
S1921,88,82,87,6,1
S1922,47,47,28,0,0
S1923,99,96,95,5,1
S1924,97,90,88,2,1
S1925,88,84,79,2,1
S1926,93,86,84,1,1
S1927,84,83,80,6,1
S1928,96,93,91,4,1
S1929,56,50,40,3,0
S1930,100,98,81,3,1
S1931,66,62,64,6,1
S1932,63,61,54,5,1
S1933,45,40,43,6,0
S1934,91,84,78,2,1
S1935,61,58,50,0,1
S1936,41,33,40,1,0
S1937,69,60,54,5,1
S1938,58,53,51,4,0
S1939,56,52,44,7,0
S1940,80,78,62,3,1
S1941,62,55,60,1,1
S1942,99,95,86,3,1
S1943,83,79,66,2,1
S1944,99,99,88,8,1
S1945,82,82,70,3,1
S1946,42,32,34,6,0
S1947,83,74,65,0,1
S1948,46,40,33,6,0
S1949,92,85,86,2,1
S1950,77,73,73,2,1
S1951,68,58,62,8,1
S1952,40,32,34,2,0
S1953,95,87,89,2,1
S1954,66,64,63,0,1
S1955,51,49,37,6,0
S1956,69,62,55,1,1
S1957,88,86,81,0,1
S1958,80,80,76,8,1
S1959,52,47,50,4,0
S1960,93,87,90,0,1
S1961,95,92,80,5,1
S1962,88,78,85,0,1
S1963,61,59,60,1,1
S1964,50,40,34,8,0
S1965,57,57,40,7,0
S1966,48,46,28,5,0
S1967,92,83,83,5,1
S1968,67,65,52,0,1
S1969,84,74,75,1,1
S1970,97,94,80,7,1
S1971,57,49,37,3,0
S1972,68,60,66,5,1
S1973,93,85,91,4,1
S1974,68,66,55,3,1
S1975,91,84,81,5,1
S1976,71,66,62,4,1
S1977,60,56,52,5,0
S1978,66,66,55,2,1
S1979,50,46,35,4,0
S1980,97,93,96,1,1
S1981,90,89,89,5,1
S1982,47,44,37,5,0
S1983,41,36,38,0,0
S1984,88,82,76,1,1
S1985,56,49,38,7,0
S1986,78,69,70,3,1
S1987,89,86,82,8,1
S1988,90,82,77,7,1
S1989,53,43,41,7,0
S1990,62,60,55,8,1
S1991,94,86,78,2,1
S1992,48,46,45,3,0
S1993,73,72,69,2,1
S1994,49,42,46,0,0
S1995,97,89,77,5,1
S1996,94,90,94,5,1
S1997,49,45,40,2,0
S1998,50,48,44,0,0
S1999,88,79,88,7,1
S2000,75,68,65,5,1
S2001,51,46,37,7,0
S2002,52,48,34,1,0
S2003,60,55,45,0,0
S2004,74,65,64,3,1
S2005,94,84,75,6,1
S2006,42,32,41,2,0
S2007,47,40,46,6,0
S2008,47,45,36,0,0
S2009,95,90,92,0,1
S2010,100,98,81,2,1
S2011,82,82,80,2,1
S2012,49,40,35,3,0
S2013,100,91,93,2,1
S2014,83,80,77,8,1
S2015,79,69,59,8,1
S2016,83,76,82,3,1
S2017,51,41,38,0,0
S2018,90,86,89,7,1
S2019,92,86,77,3,1
S2020,43,35,24,0,0
S2021,42,42,35,7,0
S2022,70,62,69,2,1
S2023,72,72,65,5,1
S2024,86,78,78,2,1
S2025,50,43,37,3,0
S2026,54,52,38,5,0
S2027,45,39,28,5,0
S2028,67,61,59,6,1
S2029,65,62,59,0,1
S2030,70,70,61,0,1
S2031,79,74,63,2,1
S2032,87,84,75,6,1
S2033,96,89,81,8,1
S2034,85,77,78,8,1
S2035,58,48,55,4,0
S2036,81,79,78,7,1
S2037,96,89,92,5,1
S2038,78,77,60,4,1
S2039,51,48,36,5,0
S2040,74,65,74,3,1
S2041,51,50,34,2,0
S2042,76,70,62,0,1
S2043,67,63,63,2,1
S2044,76,66,66,3,1
S2045,62,52,50,2,1
S2046,84,76,81,3,1
S2047,60,50,60,1,0
S2048,82,74,82,4,1
S2049,73,65,68,2,1
S2050,82,81,70,4,1
S2051,91,86,83,4,1
S2052,96,92,85,0,1
S2053,84,78,73,6,1
S2054,72,63,68,7,1
S2055,45,41,45,0,0
S2056,82,82,67,3,1
S2057,60,53,57,6,0
S2058,40,40,23,7,0
S2059,43,36,26,1,0
S2060,86,86,74,5,1
S2061,60,56,44,8,0
S2062,87,81,83,6,1
S2063,86,78,75,0,1
