student_id,age,education_level,country,course_category,course_difficulty,total_login_days,avg_session_time_min,total_study_time_min,last_login_days_ago,videos_watched,quizzes_attempted,assignments_submitted,progress_percent,final_exam_score,payment_amount,consistent_weekly_study,dropout
S306,38,UG,India,Math,Beginner,58,82,3260,53,45,7,7,2,49,300,1,1
S307,39,School,Australia,Business,Advanced,4,50,708,41,12,14,0,31,72,300,1,1
S308,43,UG,Australia,Science,Beginner,78,60,222,26,59,15,13,66,60,0,0,0
S309,45,School,India,Science,Advanced,34,81,1981,27,91,29,14,11,92,300,1,0
S310,36,PG,Canada,Business,Advanced,76,38,2078,4,33,5,10,88,83,200,1,0
S311,42,UG,Australia,Coding,Advanced,49,43,5124,43,19,15,10,44,60,0,0,0
S312,36,UG,Canada,Science,Beginner,10,56,4325,36,77,0,2,36,22,100,1,1
S313,18,UG,Australia,AI/ML,Beginner,13,72,3819,19,85,24,2,43,53,0,1,0
S314,22,PG,UK,Business,Beginner,34,51,4372,22,49,34,1,23,72,100,0,1
S315,22,Diploma,Canada,Science,Intermediate,53,89,4153,54,102,4,12,47,45,100,1,0
S316,25,UG,Australia,Coding,Beginner,21,54,4607,16,114,8,10,0,39,100,1,1
S317,39,School,Canada,AI/ML,Intermediate,10,69,1982,30,77,21,9,10,74,300,0,0
S318,18,School,Canada,Business,Intermediate,88,43,1704,34,93,29,5,41,34,0,0,1
S319,24,School,UK,Coding,Advanced,65,55,2999,9,69,37,8,18,40,300,0,0
S320,30,Diploma,USA,Science,Intermediate,56,72,3531,52,78,38,1,49,51,200,1,0
S321,36,UG,India,Science,Intermediate,100,17,2255,33,78,4,2,6,48,300,1,1
S322,41,Diploma,Australia,Science,Advanced,34,15,3839,23,118,31,15,43,44,100,1,0
S323,39,PG,India,AI/ML,Beginner,34,67,896,15,7,23,8,1,93,200,0,0
S324,44,PG,UK,Business,Advanced,23,16,5817,38,30,27,2,46,76,0,1,0
S325,36,Diploma,India,Science,Beginner,13,69,3132,8,62,22,13,9,72,100,0,0
S326,35,Diploma,India,Science,Beginner,20,69,3157,29,86,34,2,1,76,300,1,1
S327,26,PG,USA,Science,Beginner,18,57,4198,60,17,0,1,75,48,0,0,0
S328,43,School,USA,Science,Intermediate,27,19,2596,46,74,34,12,64,20,300,0,0
S329,38,School,Australia,Science,Advanced,22,39,4084,39,56,16,14,79,94,0,0,1
S330,19,Diploma,Canada,Business,Advanced,31,70,1888,1,116,40,3,75,45,300,0,0
S331,34,School,USA,Business,Beginner,87,41,1054,1,129,36,6,92,72,300,1,0
S332,24,PG,USA,Science,Beginner,35,48,4433,46,73,11,1,40,32,200,0,0
S333,20,UG,Australia,Science,Intermediate,67,50,5878,40,79,36,1,32,64,0,0,0
S334,20,PG,UK,Science,Beginner,60,74,1343,45,44,10,8,46,37,100,1,0
S335,19,PG,Australia,AI/ML,Intermediate,57,62,2614,27,39,32,0,44,52,100,1,0
S336,42,PG,India,Business,Intermediate,33,68,3437,41,99,5,5,77,56,200,1,0
S337,40,UG,Canada,Business,Advanced,3,35,724,11,145,11,3,1,54,0,0,0
S338,27,Diploma,India,Business,Advanced,97,50,936,19,37,5,8,56,57,200,0,0
S339,32,School,Canada,Science,Intermediate,10,39,4515,18,42,40,11,4,36,300,0,0
S340,38,School,Australia,Science,Beginner,24,26,615,39,116,14,13,69,89,200,1,0
S341,34,Diploma,Canada,Science,Beginner,100,21,3565,15,48,24,8,98,45,0,1,0
S342,20,UG,UK,Science,Advanced,43,75,3767,46,102,24,13,76,73,100,0,1
S343,38,UG,UK,Coding,Beginner,65,48,5776,43,50,0,4,16,73,0,1,1
S344,27,PG,USA,AI/ML,Beginner,12,25,2745,43,0,31,3,79,71,0,1,0
S345,26,UG,Australia,Business,Advanced,21,83,373,60,148,33,8,81,54,0,1,1
S346,36,UG,USA,Business,Advanced,80,23,4032,60,16,8,0,90,79,0,0,0
S347,21,School,Canada,Science,Beginner,52,18,3598,16,31,13,14,92,45,300,1,1
S348,21,School,Australia,Coding,Advanced,8,60,2201,27,58,2,6,20,63,0,1,0
S349,41,UG,USA,Business,Intermediate,20,82,5359,26,67,1,2,86,31,0,1,0
S350,39,PG,UK,Science,Beginner,10,78,5416,2,74,39,8,2,59,300,0,0
S351,35,UG,USA,Science,Intermediate,10,18,5427,43,102,12,14,50,52,0,0,0
S352,20,UG,Canada,Science,Advanced,55,76,3313,48,11,35,12,5,51,200,0,1
S353,42,Diploma,UK,Business,Beginner,42,51,4753,33,9,31,5,38,38,100,1,1
S354,20,PG,India,Science,Beginner,68,56,4369,5,2,0,7,58,68,0,1,0
S355,23,UG,Australia,Business,Advanced,60,52,1623,17,70,17,5,80,30,0,0,0
S356,35,Diploma,Canada,AI/ML,Beginner,16,88,4688,18,58,37,13,49,36,300,1,0
S357,39,Diploma,Canada,Math,Beginner,57,53,3314,43,108,23,12,61,28,100,0,0
S358,37,PG,UK,Science,Advanced,65,73,5724,50,94,23,12,65,96,100,1,0
S359,41,PG,India,AI/ML,Beginner,73,63,1388,38,76,4,4,39,72,100,1,1
S360,27,PG,USA,AI/ML,Beginner,68,33,543,50,130,31,2,24,69,0,1,0
S361,43,Diploma,India,Science,Beginner,42,15,487,58,43,31,0,93,49,300,0,1
S362,22,PG,USA,Science,Beginner,37,16,4974,32,3,23,13,36,80,300,0,0
S363,27,School,USA,Coding,Advanced,19,78,4624,12,139,27,14,53,81,300,0,0
S364,38,Diploma,Canada,Science,Beginner,19,60,1396,56,67,11,7,82,68,200,0,0
S365,28,UG,Canada,Science,Intermediate,53,43,2246,20,81,28,8,57,83,200,0,0
S366,38,Diploma,Australia,Science,Intermediate,9,66,3519,20,107,37,0,51,71,300,1,0
S367,42,PG,USA,Science,Intermediate,93,68,705,51,115,7,15,12,79,200,1,1
S368,29,PG,India,Coding,Advanced,71,10,4850,34,60,22,10,53,76,200,1,0
S369,25,PG,India,Science,Intermediate,41,65,1420,8,13,10,6,45,75,100,0,0
S370,42,UG,USA,Science,Beginner,53,13,1159,17,41,22,2,90,51,100,1,0
S371,40,Diploma,Canada,Science,Beginner,22,68,4176,15,62,7,13,88,70,100,0,1
S372,20,Diploma,UK,Business,Intermediate,12,25,4489,11,73,26,3,15,51,0,1,1
S373,36,Diploma,India,Business,Intermediate,16,87,5965,6,67,40,4,90,88,200,0,0
S374,26,UG,Canada,Coding,Advanced,71,52,1634,7,59,0,8,94,70,100,1,0
S375,43,School,USA,Business,Advanced,73,29,3203,11,55,4,13,57,35,300,0,0
S376,20,Diploma,Australia,Business,Advanced,77,26,3509,54,140,20,11,34,61,200,1,1
S377,35,School,Canada,Business,Intermediate,82,32,5359,17,93,0,0,46,49,300,1,1
S378,43,PG,UK,Business,Beginner,56,79,4993,54,120,33,10,65,73,300,1,0
S379,20,UG,Canada,Business,Advanced,66,45,4008,51,64,6,15,38,68,0,1,0
S380,24,School,USA,Science,Advanced,98,49,291,8,100,18,14,38,46,100,0,0
S381,19,PG,India,Science,Advanced,11,25,3311,34,23,28,9,66,53,0,1,0
S382,28,Diploma,UK,Business,Advanced,35,49,5760,38,67,22,14,34,43,100,0,1
S383,28,UG,Canada,Science,Beginner,47,39,2686,36,123,23,15,20,31,200,0,1
S384,29,UG,USA,Business,Beginner,7,59,1731,44,126,36,13,91,86,300,0,0
S385,29,PG,Australia,Business,Intermediate,64,14,5096,6,35,1,9,96,68,0,1,0
S386,18,Diploma,Australia,Business,Intermediate,67,56,3280,50,77,13,2,9,66,100,0,1
S387,37,School,Canada,Business,Advanced,50,84,5039,28,13,37,0,16,90,0,1,0
S388,18,School,UK,Business,Intermediate,80,36,2112,40,22,32,2,94,29,100,0,0
S389,40,Diploma,Canada,AI/ML,Beginner,35,24,969,47,25,34,14,12,93,0,0,0
S390,32,UG,Australia,Science,Beginner,92,68,826,8,54,33,1,31,31,0,0,0
S391,28,School,India,AI/ML,Beginner,89,22,752,19,59,3,6,50,67,0,0,0
S392,20,School,Canada,Business,Advanced,10,36,802,45,107,20,9,65,45,100,0,0
S393,19,Diploma,Canada,Coding,Beginner,35,65,1898,52,101,22,9,46,68,100,1,0
S394,19,PG,Australia,Business,Beginner,7,28,1742,58,69,40,2,61,59,300,1,0
S395,34,PG,UK,Coding,Advanced,78,73,5178,49,44,9,5,31,72,100,0,0
S396,24,PG,Australia,Business,Advanced,88,25,4022,51,149,27,1,27,64,0,1,1
S397,29,Diploma,Australia,Math,Beginner,89,21,4506,10,108,32,5,95,91,200,0,0
S398,21,PG,Canada,Math,Beginner,4,78,2605,2,142,19,0,45,53,0,0,0
S399,39,School,USA,Science,Beginner,81,83,5737,42,135,15,3,53,66,300,0,0
S400,42,Diploma,Canada,Science,Beginner,86,68,2895,14,60,14,11,47,33,100,0,0
S401,22,Diploma,India,Science,Intermediate,84,81,5822,12,150,6,12,20,51,100,0,0
S402,28,School,India,Coding,Beginner,62,50,3989,15,101,28,2,75,72,300,0,0
S403,40,UG,India,Coding,Advanced,88,85,5276,12,62,3,1,80,38,100,1,0
S404,43,PG,USA,Science,Beginner,49,23,4127,24,146,39,15,85,33,0,0,0
S405,18,UG,Canada,Coding,Advanced,53,47,3988,6,26,39,0,85,81,0,1,0
S406,44,School,USA,Business,Advanced,93,75,4243,46,81,39,6,3,26,200,1,0
S407,28,UG,UK,Science,Beginner,96,70,2611,57,134,14,5,47,37,200,1,0
S408,44,PG,India,Science,Advanced,35,58,1446,49,111,33,7,29,24,0,1,1
S409,27,School,India,Science,Advanced,47,34,2582,55,62,34,7,11,95,300,0,0
S410,44,School,India,Business,Advanced,81,13,1748,53,47,23,4,25,49,100,1,1
S411,20,UG,USA,Science,Beginner,93,64,2764,10,10,27,8,20,82,300,0,0
S412,40,PG,UK,Science,Intermediate,34,87,836,22,70,32,12,82,39,0,1,0
S413,32,Diploma,USA,Science,Intermediate,9,34,2962,52,23,19,5,63,88,200,0,1
S414,36,School,USA,Business,Advanced,39,63,5425,22,39,8,9,97,68,0,1,0
S415,33,PG,India,Business,Advanced,91,63,1724,13,8,26,7,95,50,100,1,0
S416,38,UG,UK,Business,Intermediate,54,19,5273,53,115,33,13,72,39,100,1,1
S417,45,School,Canada,Science,Beginner,78,17,1491,51,123,7,0,34,51,300,0,1
S418,41,School,India,Business,Advanced,46,10,3559,18,12,22,0,59,55,200,0,0
S419,42,Diploma,Canada,Business,Beginner,37,33,5713,12,145,36,1,92,57,100,0,0
S420,42,UG,India,Science,Advanced,33,82,5561,37,70,19,3,26,81,300,1,1
S421,34,Diploma,USA,Science,Intermediate,14,12,3149,35,71,13,4,76,82,300,1,0
S422,26,PG,Australia,Science,Intermediate,34,16,2513,53,0,9,13,19,51,300,1,1
S423,37,PG,Canada,Science,Advanced,92,30,2698,11,32,16,15,40,61,300,1,0
S424,33,PG,Canada,Coding,Advanced,99,33,3756,16,53,12,3,51,28,300,1,0
S425,44,Diploma,UK,Science,Beginner,89,42,1551,51,16,2,0,64,22,100,1,0
S426,38,UG,Canada,Science,Intermediate,6,78,1822,58,47,2,10,37,38,100,1,1
S427,20,PG,India,Science,Beginner,56,20,2269,53,20,29,9,5,81,300,1,1
S428,39,UG,USA,Science,Beginner,42,24,1898,5,40,10,4,71,37,200,1,0
S429,43,School,Canada,Science,Beginner,70,28,2673,4,70,8,9,48,82,200,1,0
S430,40,Diploma,USA,Science,Beginner,9,45,4012,8,129,33,6,4,33,100,1,0
S431,20,PG,India,Science,Beginner,11,62,4670,21,33,13,12,11,85,100,0,0
S432,33,PG,Australia,Coding,Advanced,76,35,4917,16,32,4,9,81,53,0,1,0
S433,28,PG,USA,Business,Intermediate,93,69,5548,53,121,22,7,32,66,0,0,0
S434,36,School,USA,Coding,Advanced,10,24,3759,52,22,27,2,47,56,300,0,0
S435,40,School,Australia,Business,Intermediate,73,73,352,21,37,37,11,26,57,100,0,0
S436,24,PG,Australia,Science,Beginner,95,62,4417,9,121,31,15,23,47,300,1,0
S437,28,Diploma,UK,Business,Advanced,46,28,1758,2,20,35,11,14,56,200,0,0
S438,35,Diploma,India,Business,Beginner,65,23,865,57,139,36,10,93,56,200,0,1
S439,34,Diploma,Canada,AI/ML,Beginner,17,65,3493,35,88,8,12,96,67,300,0,0
S440,36,School,Australia,AI/ML,Beginner,86,51,5966,11,5,36,2,24,66,100,0,0
S441,35,PG,Canada,Business,Advanced,90,33,2742,39,23,34,12,85,28,100,0,1
S442,30,PG,UK,Science,Beginner,50,65,2672,31,148,34,5,91,70,300,1,0
S443,23,Diploma,UK,Business,Intermediate,61,75,5747,13,101,17,15,69,58,300,1,0
S444,32,School,USA,Coding,Advanced,19,67,5843,47,53,40,0,72,64,300,0,0
S445,33,UG,Canada,Science,Intermediate,69,26,3949,38,103,19,7,9,51,0,0,0
S446,36,School,Australia,AI/ML,Beginner,93,29,4170,25,28,37,13,2,45,100,0,0
S447,36,Diploma,Canada,Science,Advanced,16,12,3523,29,20,30,11,18,47,100,0,0
S448,26,UG,India,Science,Beginner,14,45,791,15,106,26,1,41,74,300,1,0
S449,30,UG,USA,Science,Intermediate,22,57,4786,25,95,3,4,95,74,300,1,0
S450,19,Diploma,Australia,Business,Intermediate,45,52,3340,49,24,29,1,38,47,0,0,0
S451,45,Diploma,USA,Math,Beginner,34,21,4213,47,117,40,4,0,47,300,0,1
S452,24,PG,UK,Coding,Advanced,69,53,3478,37,73,2,10,11,82,300,1,1
S453,24,School,USA,AI/ML,Intermediate,9,18,5592,35,112,14,2,59,47,300,0,0
S454,41,School,Australia,AI/ML,Beginner,24,77,367,51,33,7,9,85,44,200,1,0
S455,45,PG,Australia,Science,Advanced,80,42,2577,22,49,5,3,74,64,100,0,0
S456,28,PG,Australia,Science,Intermediate,31,26,1053,2,106,33,4,32,61,200,1,1
S457,42,School,India,Science,Beginner,4,45,5898,46,43,30,5,64,39,200,0,0
S458,18,PG,UK,Science,Beginner,65,89,4018,5,111,13,14,54,57,0,0,0
S459,31,Diploma,Australia,Business,Beginner,56,80,3231,41,5,10,3,6,51,300,0,1
S460,38,Diploma,UK,Science,Beginner,41,48,2549,5,112,25,3,15,41,0,0,1
S461,38,UG,Canada,AI/ML,Beginner,4,29,2394,7,10,24,1,3,94,0,0,0
S462,32,UG,USA,Science,Advanced,76,42,5611,55,6,18,0,71,43,100,1,1
S463,43,UG,India,Science,Beginner,95,35,5717,21,145,6,10,28,63,100,1,0
S464,30,PG,India,Science,Intermediate,57,68,4345,18,36,30,1,25,28,300,1,0
S465,45,Diploma,Australia,Business,Intermediate,2,74,223,49,84,5,13,16,93,100,0,1
S466,34,PG,UK,AI/ML,Intermediate,91,16,5551,41,49,8,15,95,45,300,1,0
S467,25,PG,Canada,Science,Intermediate,28,43,1844,1,14,8,2,1,72,300,1,0
S468,34,Diploma,USA,Math,Beginner,83,63,316,12,11,37,1,34,57,100,1,1
S469,39,UG,UK,AI/ML,Beginner,56,80,2763,4,25,21,10,94,50,100,1,0
S470,39,UG,USA,Business,Intermediate,69,19,3270,37,119,9,14,66,48,300,0,1
S471,39,UG,USA,Science,Intermediate,67,16,861,39,1,12,9,63,88,300,1,0
S472,32,UG,Australia,Business,Advanced,44,76,4843,8,39,17,7,54,67,200,1,0
S473,35,UG,India,Science,Advanced,63,84,2306,43,119,11,10,55,30,200,1,0
S474,22,School,India,Science,Intermediate,3,88,3277,4,33,22,6,21,84,300,1,0
S475,43,School,USA,Business,Beginner,43,37,1459,53,115,10,10,77,61,100,1,0
S476,41,UG,India,Business,Beginner,60,79,1016,50,121,17,7,70,24,200,1,1
S477,18,PG,India,Science,Beginner,90,73,2406,46,21,36,6,95,46,100,0,1
S478,36,UG,Australia,Business,Advanced,74,14,1724,48,73,5,15,73,32,200,0,0
S479,39,Diploma,USA,Science,Intermediate,86,33,966,34,36,20,13,25,74,300,0,0
S480,31,Diploma,UK,AI/ML,Beginner,11,28,4657,49,110,4,0,51,63,100,1,0
S481,33,School,Australia,Coding,Advanced,84,12,4024,10,61,34,7,63,66,100,0,0
S482,19,School,Canada,Business,Advanced,21,88,5320,31,25,38,6,18,68,200,1,0
S483,20,School,USA,Math,Beginner,15,78,479,8,69,26,4,79,77,200,0,0
S484,29,UG,USA,Science,Advanced,43,23,1814,59,51,21,14,74,78,0,0,0
S485,22,School,Canada,Business,Beginner,86,37,1797,24,28,39,12,82,39,200,1,1
S486,25,Diploma,Canada,Science,Advanced,59,63,5150,46,6,27,3,90,77,300,0,1
S487,38,Diploma,Canada,Science,Beginner,64,25,3733,40,85,27,1,18,37,100,1,0
S488,31,Diploma,USA,AI/ML,Beginner,88,60,5065,40,53,18,3,25,72,300,1,0
S489,43,Diploma,Canada,Science,Intermediate,32,26,4563,13,100,13,7,79,61,300,0,1
S490,37,PG,UK,Science,Intermediate,21,10,3306,35,56,3,7,44,61,300,0,0
S491,42,PG,UK,AI/ML,Intermediate,44,22,5261,25,29,26,10,65,73,0,0,1
S492,42,School,Australia,AI/ML,Beginner,24,86,5515,18,87,22,11,86,56,0,1,1
S493,22,PG,Australia,Business,Intermediate,40,63,901,6,66,22,1,35,47,300,0,0
S494,29,School,Canada,Science,Advanced,16,27,980,11,23,1,0,54,67,100,0,0
S495,43,UG,Australia,Science,Intermediate,32,69,4854,59,91,17,8,88,92,0,0,1
S496,36,Diploma,Canada,Business,Advanced,60,23,1714,22,41,38,9,57,79,0,1,0
S497,24,PG,UK,Science,Beginner,53,48,4779,8,32,10,13,71,77,100,1,0
S498,20,UG,India,Science,Intermediate,73,80,2791,57,14,22,4,5,37,200,0,1
S499,44,UG,USA,Business,Intermediate,26,66,523,45,57,15,4,35,61,200,1,1
S500,43,UG,Canada,Business,Advanced,99,29,4555,47,81,34,8,40,58,200,1,0
S501,42,School,Canada,Business,Beginner,63,69,4942,23,35,3,4,69,84,300,0,0
S502,40,Diploma,USA,Science,Beginner,73,10,2564,22,42,26,11,7,45,200,0,0
S503,29,PG,UK,Business,Advanced,9,12,1734,19,49,4,14,10,55,0,0,1
S504,18,UG,Australia,Science,Beginner,80,21,1609,37,118,2,10,66,86,200,0,0
S505,27,PG,UK,Business,Beginner,58,23,332,41,6,25,14,86,54,0,0,0
S506,28,School,Canada,Science,Beginner,96,82,2956,27,95,28,3,17,41,200,0,0
S507,20,Diploma,USA,Science,Beginner,28,51,3962,17,71,17,5,13,83,100,0,0
S508,36,UG,Australia,Science,Intermediate,86,28,663,40,127,24,15,92,40,200,1,1
S509,23,UG,Canada,Business,Beginner,42,53,1335,43,66,27,5,59,65,0,0,1
S510,26,School,UK,Coding,Beginner,56,75,4195,36,32,34,4,33,67,300,0,0
S511,18,School,India,Science,Advanced,13,33,3332,4,109,5,2,44,50,300,1,0
S512,18,UG,Australia,Business,Advanced,10,26,1032,33,17,38,7,26,76,0,1,1
S513,22,Diploma,USA,AI/ML,Beginner,62,73,946,45,21,26,12,9,63,0,1,0
S514,41,UG,USA,Science,Beginner,17,69,2749,7,1,12,7,20,76,300,0,0
S515,27,Diploma,Canada,Business,Advanced,20,48,1044,8,29,12,11,27,32,200,0,0
S516,43,PG,UK,Business,Beginner,1,55,3033,3,88,40,8,21,77,200,0,0
S517,27,UG,UK,Coding,Advanced,83,21,5571,49,33,4,13,88,70,100,1,0
S518,29,PG,Canada,AI/ML,Intermediate,15,34,1124,49,39,21,10,76,60,200,1,1
S519,27,PG,UK,Science,Beginner,28,70,2462,48,56,31,8,69,29,100,0,1
S520,36,PG,India,Science,Intermediate,63,68,2159,44,43,7,15,87,42,300,1,0
S521,38,PG,India,Math,Beginner,29,75,969,51,83,18,4,3,89,300,1,0
S522,35,UG,UK,Business,Intermediate,24,72,5327,1,121,0,7,73,92,300,0,0
S523,26,UG,USA,Science,Beginner,100,42,1143,35,114,29,7,46,73,300,0,0
S524,30,PG,Australia,AI/ML,Beginner,2,39,4951,13,100,5,2,20,71,0,0,0
S525,41,Diploma,India,Science,Advanced,81,23,4595,18,150,13,11,28,49,300,0,0
S526,29,UG,USA,Business,Intermediate,28,63,557,56,26,2,8,51,74,200,1,0
S527,35,Diploma,UK,Science,Beginner,95,89,3019,0,22,34,3,26,34,0,0,1
S528,26,Diploma,UK,Business,Advanced,51,22,4482,10,4,34,2,70,84,0,1,1
S529,24,UG,USA,Science,Beginner,74,68,3225,48,124,29,14,99,50,100,1,0
S530,24,Diploma,Canada,Business,Advanced,63,64,810,58,79,10,9,90,42,100,1,0
S531,25,School,Australia,Business,Beginner,71,40,1128,40,47,18,10,90,77,300,0,0
S532,22,Diploma,UK,Science,Advanced,49,30,5274,40,114,39,8,53,58,200,0,0
S533,18,School,India,Science,Advanced,16,83,1307,12,91,9,6,63,77,200,0,1
S534,33,PG,Canada,Math,Beginner,39,88,1184,36,112,20,11,89,87,100,1,1
S535,41,PG,Canada,Science,Beginner,33,32,4516,29,121,19,14,65,34,300,0,0
S536,33,PG,Australia,AI/ML,Beginner,38,81,4948,5,132,11,4,2,40,200,1,0
S537,39,PG,USA,Business,Beginner,78,83,3808,35,85,8,15,5,79,300,1,0
S538,44,School,USA,Business,Beginner,62,22,5520,11,23,33,12,67,34,300,0,0
S539,26,School,UK,Science,Beginner,34,73,5104,15,0,23,12,53,81,300,0,0
S540,31,School,India,Science,Beginner,15,20,4845,48,146,32,14,38,66,100,0,1
S541,31,Diploma,Canada,Business,Intermediate,39,19,416,2,82,32,10,54,22,300,1,0
S542,38,School,USA,Science,Beginner,88,31,250,29,36,3,0,15,55,100,1,0
S543,31,PG,UK,Science,Intermediate,30,84,3395,28,120,5,10,80,59,200,1,0
S544,43,School,India,Science,Intermediate,94,30,882,49,61,14,13,77,86,0,1,0
S545,41,PG,USA,Science,Intermediate,33,33,3960,43,6,16,3,7,67,0,1,1
S546,32,School,Australia,Math,Beginner,38,87,1628,32,150,30,15,73,35,300,0,0
S547,22,School,UK,Business,Advanced,27,75,4591,12,68,38,0,20,44,100,1,0
S548,33,School,India,Science,Intermediate,21,39,3186,24,120,40,10,1,89,200,0,0
S549,34,UG,USA,Business,Intermediate,69,62,2028,1,34,1,4,75,50,300,0,0
S550,36,School,Australia,Science,Intermediate,31,35,4034,59,62,30,0,14,50,0,0,1
S551,45,UG,UK,Science,Intermediate,49,44,3134,44,85,39,8,51,50,0,0,1
S552,34,UG,Canada,AI/ML,Beginner,58,25,4563,45,10,26,14,73,53,0,0,0
S553,39,PG,Australia,Coding,Advanced,64,21,2193,38,76,0,1,50,79,100,1,0
S554,45,Diploma,USA,Science,Intermediate,63,44,4971,45,33,16,5,33,42,300,0,1
S555,45,PG,UK,Business,Intermediate,31,14,5253,51,57,2,7,62,79,100,1,1
S556,44,School,India,Science,Beginner,87,40,2487,5,146,33,3,94,61,200,1,0
S557,41,UG,India,AI/ML,Beginner,45,22,3946,57,77,26,8,11,65,200,1,1
S558,39,School,Canada,Science,Beginner,34,77,4643,42,35,5,12,9,52,200,1,0
S559,42,Diploma,UK,Science,Advanced,47,19,1055,40,64,34,9,12,100,300,0,1
S560,33,Diploma,Australia,Business,Advanced,1,48,1579,3,3,8,6,19,77,100,1,0
S561,31,Diploma,UK,Business,Advanced,97,61,4711,7,48,22,9,14,49,0,0,1
S562,43,UG,India,Business,Advanced,11,86,520,37,71,1,6,71,45,200,1,0
S563,41,School,Australia,Math,Beginner,24,15,1991,56,148,6,11,76,34,100,0,0
S564,30,UG,USA,Science,Advanced,84,16,2794,35,91,26,10,60,48,200,0,0
S565,30,Diploma,Australia,Business,Intermediate,54,38,3503,15,142,32,1,73,46,0,1,0
S566,36,Diploma,Canada,Math,Beginner,11,16,2467,18,48,15,11,89,53,300,1,0
S567,21,Diploma,Canada,Coding,Advanced,100,81,3798,32,74,32,2,90,87,100,1,0
S568,30,PG,USA,Science,Advanced,44,18,1888,22,66,25,15,83,87,0,1,0
S569,28,Diploma,India,Science,Beginner,66,60,1749,44,41,25,15,11,40,0,0,0
S570,45,Diploma,UK,Science,Beginner,45,83,5318,14,42,16,4,6,71,100,0,0
S571,43,UG,Canada,Science,Intermediate,57,26,4662,8,86,17,14,52,63,200,1,1
S572,30,PG,India,Science,Intermediate,99,68,5446,11,91,35,0,13,25,300,1,0
S573,34,School,Canada,Science,Advanced,75,80,1556,19,45,17,14,80,69,200,1,0
S574,24,School,India,Business,Advanced,62,38,2389,13,136,25,5,55,80,100,1,1
S575,19,PG,India,Science,Intermediate,85,82,350,49,40,6,14,94,68,200,0,1
S576,36,School,USA,Coding,Advanced,83,87,2382,6,28,38,6,56,54,200,1,0
S577,42,PG,Australia,Science,Intermediate,45,11,1083,51,147,40,4,62,53,100,0,0
S578,32,UG,UK,Science,Beginner,28,47,4439,49,111,38,4,65,76,100,0,0
S579,23,PG,UK,Science,Beginner,30,53,4233,6,90,6,14,45,29,100,1,0
S580,18,PG,Australia,Science,Intermediate,53,37,455,40,27,30,12,86,44,100,1,0
S581,27,Diploma,Australia,AI/ML,Beginner,57,19,1796,59,118,33,4,72,42,300,1,0
S582,33,School,USA,Business,Advanced,71,19,1896,42,69,1,10,88,65,0,0,0
S583,18,PG,USA,Science,Advanced,25,29,753,16,103,12,5,51,63,300,0,0
S584,25,UG,India,Coding,Advanced,42,69,2925,46,12,33,5,86,83,200,1,0
S585,18,School,USA,Coding,Advanced,38,87,1934,26,71,25,6,41,58,200,0,0
S586,45,Diploma,India,Science,Beginner,74,57,421,3,27,33,12,88,45,100,1,0
S587,32,PG,India,Science,Beginner,96,66,4576,36,29,22,10,80,35,100,0,0
S588,25,Diploma,India,Business,Advanced,88,70,5703,3,81,25,11,81,58,0,0,0
S589,37,School,USA,Business,Intermediate,52,63,1805,30,135,34,12,2,40,0,1,0
S590,40,UG,USA,Science,Intermediate,76,32,1821,28,110,24,8,45,55,0,0,0
S591,27,UG,UK,Business,Advanced,82,15,2737,48,48,1,14,98,42,100,0,0
S592,45,Diploma,Australia,Business,Advanced,82,48,2114,32,17,1,8,94,46,300,0,0
S593,45,School,India,Science,Beginner,4,40,5090,30,119,10,12,90,69,200,0,1
S594,38,Diploma,USA,Science,Beginner,36,60,2916,7,2,34,12,61,63,0,1,0
S595,21,School,Australia,Business,Intermediate,30,77,3140,46,13,17,6,24,76,300,0,1
S596,44,Diploma,India,Coding,Beginner,68,21,4184,19,143,37,14,54,63,0,1,0
S597,24,PG,USA,Science,Advanced,10,79,3028,1,105,1,13,63,73,0,0,1
S598,35,Diploma,USA,AI/ML,Beginner,86,57,2323,59,57,30,12,72,79,200,1,0
S599,40,School,Australia,Science,Advanced,2,54,2549,56,70,1,6,56,35,300,0,0
S600,31,PG,UK,AI/ML,Intermediate,51,33,5747,28,19,11,6,29,76,300,1,0
S601,38,PG,Australia,Business,Advanced,97,59,1883,30,27,38,15,52,72,0,1,0
S602,43,PG,Australia,Science,Beginner,83,63,5031,32,149,27,10,82,41,300,1,0
S603,42,School,Canada,Science,Advanced,14,50,5222,43,139,0,1,66,73,0,0,1
S604,30,PG,Canada,Coding,Beginner,21,34,3197,30,9,28,9,21,86,300,1,0
S605,29,PG,USA,Math,Beginner,87,59,321,2,137,23,2,40,83,200,0,0
S606,43,PG,Australia,Science,Intermediate,38,45,3361,11,41,3,2,74,24,0,1,0
S607,23,Diploma,India,Science,Beginner,43,11,3024,29,33,9,0,72,28,200,0,0
S608,31,UG,India,Business,Advanced,61,17,767,20,111,15,0,32,96,300,1,0
S609,25,PG,Australia,Business,Beginner,48,71,3200,23,55,5,6,14,54,300,0,0
S610,33,PG,Canada,Business,Intermediate,53,79,4504,37,106,1,14,55,86,200,0,0
